"Title","City","State","Group","Ideology","Headquarters","Statewide","Year"
"League of the South","Danville","Virginia","League of the South","Neo-Confederate","","","2018"
"Southern Revivalist","","North Carolina","","Neo-Confederate","","Yes","2018"
"Wildman's Civil War Surplus and Herb Shop","Kennesaw","Georgia","","Neo-Confederate","Yes","","2018"
"America First Committee","Lyons","Illinois","","Neo-Nazi","","","2018"
"American Nazi Party","","California","","Neo-Nazi","","Yes","2018"
"American Nazi Party","Westland","Michigan","","Neo-Nazi","Yes","","2018"
"Aryan Nations Sadistic Souls MC","Canton","Illinois","Aryan Nations","Neo-Nazi","","","2018"
"Aryan Nations Sadistic Souls MC","Wood River","Illinois","Aryan Nations","Neo-Nazi","Yes","","2018"
"Aryan Nations Sadistic Souls MC","Grovespring","Missouri","Aryan Nations","Neo-Nazi","","","2018"
"Aryan Nations Sadistic Souls MC","","Ohio","Aryan Nations","Neo-Nazi","","Yes","2018"
"Aryan Nations Sadistic Souls MC","","Oklahoma","Aryan Nations","Neo-Nazi","","Yes","2018"
"Aryan Nations Sadistic Souls MC","","Wisconsin","Aryan Nations","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","Alabama","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","Arizona","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","Arkansas","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","California","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","Colorado","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","Florida","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","Georgia","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","Illinois","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","Kentucky","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","Maine","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","Maryland","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","Massachusetts","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","Michigan","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","Minnesota","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","Mississippi","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","Missouri","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","Las Vegas","Nevada","","Neo-Nazi","","","2018"
"Atomwaffen Division","","New Jersey","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","New York","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","North Carolina","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","Ohio","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","Oklahoma","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","South Carolina","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","Texas","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","Virginia","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","Washington","","Neo-Nazi","","Yes","2018"
"Atomwaffen Division","","Wisconsin","","Neo-Nazi","","Yes","2018"
"Creativity Alliance, The","","Florida","","Neo-Nazi","","Yes","2018"
"Creativity Alliance, The","","Illinois","","Neo-Nazi","","Yes","2018"
"Creativity Alliance, The","","Pennsylvania","","Neo-Nazi","","Yes","2018"
"Creativity Alliance, The","Gladewater","Texas","","Neo-Nazi","Yes","","2018"
"Creativity Movement, The","","Illinois","","Neo-Nazi","","Yes","2018"
"Creativity Movement, The","","Ohio","","Neo-Nazi","","Yes","2018"
"Creativity Movement, The","","Michigan","","Neo-Nazi","","Yes","2018"
"Creativity Movement, The","Brookings","South Dakota","","Neo-Nazi","Yes","","2018"
"Daily Stormer, The","","Alaska","","Neo-Nazi","","Yes","2018"
"Daily Stormer, The","","California","","Neo-Nazi","","Yes","2018"
"Daily Stormer, The","","Connecticut","","Neo-Nazi","","Yes","2018"
"Daily Stormer, The","","Indiana","","Neo-Nazi","","Yes","2018"
"Daily Stormer, The","","Louisiana","","Neo-Nazi","","Yes","2018"
"Daily Stormer, The","","Maine","","Neo-Nazi","","Yes","2018"
"Daily Stormer, The","","Michigan","","Neo-Nazi","","Yes","2018"
"Daily Stormer, The","","Minnesota","","Neo-Nazi","","Yes","2018"
"Daily Stormer, The","","Nebraska","","Neo-Nazi","","Yes","2018"
"Daily Stormer, The","","Nevada","","Neo-Nazi","","Yes","2018"
"Daily Stormer, The","","New Hampshire","","Neo-Nazi","","Yes","2018"
"Daily Stormer, The","","New Jersey","","Neo-Nazi","","Yes","2018"
"Daily Stormer, The","","North Carolina","","Neo-Nazi","","Yes","2018"
"Daily Stormer, The","Worthington","Ohio","","Neo-Nazi","Yes","","2018"
"Daily Stormer, The","","Oregon","","Neo-Nazi","","Yes","2018"
"Daily Stormer, The","","Pennsylvania","","Neo-Nazi","","Yes","2018"
"Daily Stormer, The","","South Carolina","","Neo-Nazi","","Yes","2018"
"Daily Stormer, The","","Tennessee","","Neo-Nazi","","Yes","2018"
"Daily Stormer, The","","Texas","","Neo-Nazi","","Yes","2018"
"Daily Stormer, The","","Utah","","Neo-Nazi","","Yes","2018"
"Daily Stormer, The","","Virginia","","Neo-Nazi","","Yes","2018"
"Daily Stormer, The","","Washington","","Neo-Nazi","","Yes","2018"
"Endangered Souls RC/Crew 519","","Florida","","Neo-Nazi","","Yes","2018"
"Endangered Souls RC/Crew 519","","Idaho","","Neo-Nazi","","Yes","2018"
"National Alliance","","Iowa","National Alliance","Neo-Nazi","","Yes","2018"
"National Alliance","Laurel Bloomery","Tennessee","National Alliance","Neo-Nazi","","","2018"
"National Alliance","Hillsboro","West Virginia","National Alliance","Neo-Nazi","","","2018"
"National Alliance Reform and Restoration Group","Carson City","Nevada","National Alliance","Neo-Nazi","Yes","","2018"
"National Socialist German Workers Party","Lincoln","Nebraska","","Neo-Nazi","Yes","","2018"
"National Socialist Legion","","Tennessee","","Neo-Nazi","","Yes","2018"
"National Socialist Legion","","Texas","","Neo-Nazi","Yes","Yes","2018"
"National Socialist Liberation Front","","Alabama","","Neo-Nazi","","Yes","2018"
"National Socialist Liberation Front","","New York","","Neo-Nazi","","Yes","2018"
"National Socialist Liberation Front","","Pennsylvania","","Neo-Nazi","Yes","Yes","2018"
"National Socialist Movement","Maricopa","Arizona","National Socialist Movement","Neo-Nazi","","","2018"
"National Socialist Movement","","Florida","National Socialist Movement","Neo-Nazi","","Yes","2018"
"National Socialist Movement","","Illinois","National Socialist Movement","Neo-Nazi","","Yes","2018"
"National Socialist Movement","Detroit","Michigan","National Socialist Movement","Neo-Nazi","Yes","","2018"
"National Socialist Movement","","Pennsylvania","National Socialist Movement","Neo-Nazi","","Yes","2018"
"National Socialist Movement","","Tennessee","National Socialist Movement","Neo-Nazi","","Yes","2018"
"Nationalist Initiative","South Vienna","Ohio","","Neo-Nazi","Yes","","2018"
"Nationalist Women's Front","","California","","Neo-Nazi","","Yes","2018"
"New Order","Milwaukee","Wisconsin","","Neo-Nazi","Yes","","2018"
"Noble Breed Kindred","","California","","Neo-Nazi","","Yes","2018"
"NS Publications","Wyandotte","Michigan","","Neo-Nazi","Yes","","2018"
"PzG Inc.","Rapid City","South Dakota","","Neo-Nazi","","","2018"
"Radio Wehrwolf","Fitchburg","Wisconsin","","Neo-Nazi","Yes","","2018"
"Third Reich Books","Fairbury","Nebraska","","Neo-Nazi","Yes","","2018"
"Traditionalist Worker Party","","Alabama","Traditionalist Worker Party","Neo-Nazi","","Yes","2018"
"Traditionalist Worker Party","","Colorado","Traditionalist Worker Party","Neo-Nazi","","Yes","2018"
"Traditionalist Worker Party","","Florida","Traditionalist Worker Party","Neo-Nazi","","Yes","2018"
"Traditionalist Worker Party","","Georgia","Traditionalist Worker Party","Neo-Nazi","","Yes","2018"
"Traditionalist Worker Party","","Indiana","Traditionalist Worker Party","Neo-Nazi","Yes","Yes","2018"
"Traditionalist Worker Party","","Kentucky","Traditionalist Worker Party","Neo-Nazi","","Yes","2018"
"Traditionalist Worker Party","","Michigan","Traditionalist Worker Party","Neo-Nazi","","Yes","2018"
"Traditionalist Worker Party","","North Carolina","Traditionalist Worker Party","Neo-Nazi","","Yes","2018"
"Traditionalist Worker Party","","Ohio","Traditionalist Worker Party","Neo-Nazi","","Yes","2018"
"Traditionalist Worker Party","","Tennessee","Traditionalist Worker Party","Neo-Nazi","","Yes","2018"
"Traditionalist Worker Party","","Texas","Traditionalist Worker Party","Neo-Nazi","","Yes","2018"
"Traditionalist Worker Party","","Virginia","Traditionalist Worker Party","Neo-Nazi","","Yes","2018"
"Vanguard America","","Indiana","","Neo-Nazi","Yes","Yes","2018"
"Vanguard America","","Pennsylvania","","Neo-Nazi","","Yes","2018"
"Vanguard America","","Rhode Island","","Neo-Nazi","","Yes","2018"
"Vanguard America","","Tennessee","","Neo-Nazi","","Yes","2018"
"Vanguard America","","Texas","","Neo-Nazi","","Yes","2018"
"Vanguard America Women's Division","","Indiana","","Neo-Nazi","Yes","Yes","2018"
"Vanguard News Network","Kirksville","Missouri","","Neo-Nazi","Yes","","2018"
"White Aryan Resistance","San Jacinto","California","","Neo-Nazi","Yes","","2018"
"AC Skins","Atlantic City","New Jersey","","Racist Skinhead","","","2018"
"AC/OC","","California","","Racist Skinhead","","Yes","2018"
"AC/OC","","Nebraska","","Racist Skinhead","","Yes","2018"
"American Front","","Oregon","","Racist Skinhead","","Yes","2018"
"American Front","","Washington","","Racist Skinhead","","Yes","2018"
"American Patriot Brigade","","Oregon","","Racist Skinhead","","Yes","2018"
"American Patriot Brigade","","Washington","","Racist Skinhead","","Yes","2018"
"American Vikings Clothing","Danville","Illinois","","Racist Skinhead","","","2018"
"Aryan Skins Kindred","","Washington","","Racist Skinhead","","Yes","2018"
"Be Active Front USA","Chicago","Illinois","","Racist Skinhead","","","2018"
"Be Active Front USA","","Maryland","","Racist Skinhead","","Yes","2018"
"Be Active Front USA","Philadelphia","Pennsylvania","","Racist Skinhead","","","2018"
"Blood and Honour America Division","","California","Blood & Honour","Racist Skinhead","","Yes","2018"
"Blood and Honour Social Club","","Georgia","Blood & Honour","Racist Skinhead","","Yes","2018"
"Blood and Honour Social Club","","Indiana","Blood & Honour","Racist Skinhead","","Yes","2018"
"Blood and Honour Social Club","","New York","Blood & Honour","Racist Skinhead","","Yes","2018"
"Blood and Honour Social Club","","North Carolina","Blood & Honour","Racist Skinhead","Yes","Yes","2018"
"Blood and Honour Social Club","","Ohio","Blood & Honour","Racist Skinhead","","Yes","2018"
"Blood and Honour Social Club","","Pennsylvania","Blood & Honour","Racist Skinhead","","Yes","2018"
"Blood and Honour Social Club","","Virginia","Blood & Honour","Racist Skinhead","","Yes","2018"
"Blood and Honour USA","","North Carolina","","Racist Skinhead","","Yes","2018"
"Blood and Honour USA","","Virginia","","Racist Skinhead","","Yes","2018"
"California Skinheads","","California","","Racist Skinhead","Yes","Yes","2018"
"Confederate Hammerskins","","Florida","","Racist Skinhead","","Yes","2018"
"Confederate Hammerskins","","Georgia","","Racist Skinhead","","Yes","2018"
"Confederate Hammerskins","","North Carolina","","Racist Skinhead","","Yes","2018"
"Confederate Hammerskins","","Tennessee","","Racist Skinhead","","Yes","2018"
"Confederate Hammerskins","","Virginia","","Racist Skinhead","","Yes","2018"
"Crew 38","","California","","Racist Skinhead","","Yes","2018"
"Crew 38","","Florida","","Racist Skinhead","","Yes","2018"
"Crew 38","","Georgia","","Racist Skinhead","","Yes","2018"
"Crew 38","","Idaho","","Racist Skinhead","","Yes","2018"
"Crew 38","","New Hampshire","","Racist Skinhead","","Yes","2018"
"Crew 38","","North Carolina","","Racist Skinhead","","Yes","2018"
"Crew 38","","Oregon","","Racist Skinhead","","Yes","2018"
"Crew 38","","Washington","","Racist Skinhead","","Yes","2018"
"Eastern Hammerskins","","New Hampshire","","Racist Skinhead","","Yes","2018"
"Firm 22","","Florida","","Racist Skinhead","","Yes","2018"
"Firm 22","","Indiana","","Racist Skinhead","","Yes","2018"
"Firm 22","","Missouri","","Racist Skinhead","","Yes","2018"
"Firm 22","","New Hampshire","","Racist Skinhead","","Yes","2018"
"Firm 22","","New Jersey","","Racist Skinhead","","Yes","2018"
"Firm 22","","New York","","Racist Skinhead","","Yes","2018"
"Firm 22","","Ohio","","Racist Skinhead","","Yes","2018"
"Firm 22","","Washington","","Racist Skinhead","","Yes","2018"
"Golden State Skinheads","Northern","California","","Racist Skinhead","Yes","","2018"
"Golden State Skinheads","Southern","California","","Racist Skinhead","","","2018"
"Keystone State Skinheads","","Pennsylvania","","Racist Skinhead","","Yes","2018"
"Midland Hammerskins","","Kansas","","Racist Skinhead","","Yes","2018"
"Midland Hammerskins","","Texas","","Racist Skinhead","","Yes","2018"
"Northern Hammerskins","Detroit","Michigan","","Racist Skinhead","","","2018"
"Northwest Hammerskins","","Idaho","","Racist Skinhead","","Yes","2018"
"Northwest Hammerskins","","Oregon","","Racist Skinhead","","Yes","2018"
"Northwest Hammerskins","","Washington","","Racist Skinhead","","Yes","2018"
"Sacto Skins","Sacramento","California","","Racist Skinhead","Yes","","2018"
"United Southern Skins","","Florida","","Racist Skinhead","","Yes","2018"
"Vinlanders Social Club","","Florida","Vinlanders Social Club","Racist Skinhead","","Yes","2018"
"Vinlanders Social Club","","Indiana","Vinlanders Social Club","Racist Skinhead","Yes","Yes","2018"
"Vinlanders Social Club","","Minnesota","Vinlanders Social Club","Racist Skinhead","","Yes","2018"
"Vinlanders Social Club","","Texas","Vinlanders Social Club","Racist Skinhead","","Yes","2018"
"Vinlanders Social Club","","Washington","Vinlanders Social Club","Racist Skinhead","","Yes","2018"
"Warrior's Pride Clothing","Bakersfield","California","","Racist Skinhead","","","2018"
"Western Hammerskins","","California","","Racist Skinhead","","Yes","2018"
"Affirmative Right","Atlanta","Georgia","","White Nationalist","Yes","","2018"
"AltRight Corporation","Alexandria","Virginia","","White Nationalist","Yes","","2018"
"American Freedom Party","Los Angeles","California","American Freedom Party","White Nationalist","Yes","","2018"
"American Freedom Party","Lakewood Ranch","Florida","American Freedom Party","White Nationalist","","","2018"
"American Freedom Party","Bradenton","Florida","American Freedom Party","White Nationalist","","","2018"
"American Freedom Party","","Indiana","American Freedom Party","White Nationalist","","Yes","2018"
"American Freedom Party","","Montana","American Freedom Party","White Nationalist","","Yes","2018"
"American Freedom Party","New York","New York","American Freedom Party","White Nationalist","","","2018"
"American Freedom Party","","New York","American Freedom Party","White Nationalist","","Yes","2018"
"American Freedom Party","","North Dakota","American Freedom Party","White Nationalist","","Yes","2018"
"American Freedom Party","Granbury","Texas","American Freedom Party","White Nationalist","","","2018"
"American Freedom Party","","Wisconsin","American Freedom Party","White Nationalist","","Yes","2018"
"American Freedom Union","Hampton Township","Pennsylvania","","White Nationalist","Yes","","2018"
"American Renaissance/New Century Foundation","Oakton","Virginia","American Renaissance","White Nationalist","Yes","","2018"
"Arktos Media","New York","New York","","White Nationalist","Yes","","2018"
"Auburn White Student Union","Auburn","Alabama","","White Nationalist","Yes","","2018"
"Conservative Citizens Foundation, Inc.","Blackwell","Missouri","Council of Conservative Citizens","White Nationalist","Yes","","2018"
"Council of Conservative Citizens","Blackwell","Missouri","Council of Conservative Citizens","White Nationalist","Yes","","2018"
"Counter-Currents Publishing","San Francisco","California","","White Nationalist","Yes","","2018"
"Exodus/Americanus","Floyds Knobs","Indiana","","White Nationalist","Yes","","2018"
"Faith and Heritage","Killeen","Texas","","White Nationalist","Yes","","2018"
"Fitzgerald Griffin Foundation, The","Vienna","Virginia","","White Nationalist","Yes","","2018"
"Forza Nuova","Trenton","New Jersey","","White Nationalist","Yes","","2018"
"Foundation for the Marketplace of Ideas","Clinton Township","Michigan","","White Nationalist","Yes","","2018"
"Free American","Big Spring","Texas","","White Nationalist","Yes","","2018"
"FreeStartr","Carson City","Nevada","","White Nationalist","Yes","","2018"
"H.L. Mencken Club","Elizabethtown","Pennsylvania","","White Nationalist","Yes","","2018"
"Identity Evropa","","Arizona","Identity Evropa/American Identity Movement","White Nationalist","","Yes","2018"
"Identity Evropa","","Arkansas","Identity Evropa/American Identity Movement","White Nationalist","","Yes","2018"
"Identity Evropa","Redding","California","Identity Evropa/American Identity Movement","White Nationalist","","","2018"
"Identity Evropa","San Francisco","California","Identity Evropa/American Identity Movement","White Nationalist","","","2018"
"Identity Evropa","San Diego","California","Identity Evropa/American Identity Movement","White Nationalist","","","2018"
"Identity Evropa","Denver","Colorado","Identity Evropa/American Identity Movement","White Nationalist","","","2018"
"Identity Evropa","Colorado Springs","Colorado","Identity Evropa/American Identity Movement","White Nationalist","","","2018"
"Identity Evropa","Boulder","Colorado","Identity Evropa/American Identity Movement","White Nationalist","","","2018"
"Identity Evropa","","Connecticut","Identity Evropa/American Identity Movement","White Nationalist","","Yes","2018"
"Identity Evropa","Washington","District of Columbia","Identity Evropa/American Identity Movement","White Nationalist","","","2018"
"Identity Evropa","Gainesville","Florida","Identity Evropa/American Identity Movement","White Nationalist","","","2018"
"Identity Evropa","Lakeland","Florida","Identity Evropa/American Identity Movement","White Nationalist","","","2018"
"Identity Evropa","Savannah","Georgia","Identity Evropa/American Identity Movement","White Nationalist","","","2018"
"Identity Evropa","Atlanta","Georgia","Identity Evropa/American Identity Movement","White Nationalist","","","2018"
"Identity Evropa","Chicago","Illinois","Identity Evropa/American Identity Movement","White Nationalist","","","2018"
"Identity Evropa","Indianapolis","Indiana","Identity Evropa/American Identity Movement","White Nationalist","","","2018"
"Identity Evropa","","Kansas","Identity Evropa/American Identity Movement","White Nationalist","","Yes","2018"
"Identity Evropa","","Kentucky","Identity Evropa/American Identity Movement","White Nationalist","","Yes","2018"
"Identity Evropa","New Orleans","Louisiana","Identity Evropa/American Identity Movement","White Nationalist","","","2018"
"Identity Evropa","","Maryland","Identity Evropa/American Identity Movement","White Nationalist","","Yes","2018"
"Identity Evropa","","Michigan","Identity Evropa/American Identity Movement","White Nationalist","","Yes","2018"
"Identity Evropa","","Minnesota","Identity Evropa/American Identity Movement","White Nationalist","","Yes","2018"
"Identity Evropa","Billings","Montana","Identity Evropa/American Identity Movement","White Nationalist","","","2018"
"Identity Evropa","Las Vegas","Nevada","Identity Evropa/American Identity Movement","White Nationalist","","","2018"
"Identity Evropa","","New Jersey","Identity Evropa/American Identity Movement","White Nationalist","","Yes","2018"
"Identity Evropa","","New York","Identity Evropa/American Identity Movement","White Nationalist","","Yes","2018"
"Identity Evropa","","North Carolina","Identity Evropa/American Identity Movement","White Nationalist","","Yes","2018"
"Identity Evropa","","Ohio","Identity Evropa/American Identity Movement","White Nationalist","","Yes","2018"
"Identity Evropa","","Oklahoma","Identity Evropa/American Identity Movement","White Nationalist","","Yes","2018"
"Identity Evropa","","Pennsylvania","Identity Evropa/American Identity Movement","White Nationalist","","Yes","2018"
"Identity Evropa","","Tennessee","Identity Evropa/American Identity Movement","White Nationalist","","Yes","2018"
"Identity Evropa","","Texas","Identity Evropa/American Identity Movement","White Nationalist","","Yes","2018"
"Identity Evropa","Salt Lake City","Utah","Identity Evropa/American Identity Movement","White Nationalist","","","2018"
"Identity Evropa","","Virginia","Identity Evropa/American Identity Movement","White Nationalist","Yes","Yes","2018"
"Identity Evropa","Seattle","Washington","Identity Evropa/American Identity Movement","White Nationalist","","","2018"
"Identity Evropa","Spokane","Washington","Identity Evropa/American Identity Movement","White Nationalist","","","2018"
"Identity Evropa","","Wisconsin","Identity Evropa/American Identity Movement","White Nationalist","","Yes","2018"
"Identity Evropa","","Wyoming","Identity Evropa/American Identity Movement","White Nationalist","","Yes","2018"
"National Policy Institute","Whitefish","Montana","","White Nationalist","","","2018"
"National Right","Jackman","Maine","","White Nationalist","Yes","","2018"
"New Albion","Jackman","Maine","","White Nationalist","Yes","","2018"
"Northwest Front","Bremerton","Washington","","White Nationalist","Yes","","2018"
"Occidental Dissent","Eufaula","Alabama","","White Nationalist","Yes","","2018"
"Occidental Observer","Laguna Hills","California","","White Nationalist","Yes","","2018"
"Occidental Quarterly/Charles Martel Society","Atlanta","Georgia","Occidental Quarterly","White Nationalist","Yes","","2018"
"Patriot Front","","California","","White Nationalist","","Yes","2018"
"Patriot Front","","Colorado","","White Nationalist","","Yes","2018"
"Patriot Front","Washington","District of Columbia","","White Nationalist","","","2018"
"Patriot Front","","Florida","","White Nationalist","","Yes","2018"
"Patriot Front","","Georgia","","White Nationalist","","Yes","2018"
"Patriot Front","","Illinois","","White Nationalist","","Yes","2018"
"Patriot Front","","Kentucky","","White Nationalist","","Yes","2018"
"Patriot Front","","Maryland","","White Nationalist","","Yes","2018"
"Patriot Front","","Massachusetts","","White Nationalist","","Yes","2018"
"Patriot Front","","Michigan","","White Nationalist","","Yes","2018"
"Patriot Front","","New York","","White Nationalist","","Yes","2018"
"Patriot Front","","Texas","","White Nationalist","Yes","Yes","2018"
"Patriot Front","","Utah","","White Nationalist","","Yes","2018"
"Patriot Front","","Vermont","","White Nationalist","","Yes","2018"
"Patriot Front","","Virginia","","White Nationalist","","Yes","2018"
"Patriot Front","","Washington","","White Nationalist","","Yes","2018"
"Patriotic Flags","Summerville","South Carolina","","White Nationalist","Yes","","2018"
"Pioneer Little Europe Kalispell Montana","Kalispell","Montana","","White Nationalist","Yes","","2018"
"Political Cesspool, The","Bartlett","Tennessee","","White Nationalist","Yes","","2018"
"Racial Nationalist Party of America","Lockport","New York","","White Nationalist","Yes","","2018"
"Radix Journal","Whitefish","Montana","","White Nationalist","Yes","","2018"
"Real Republic of Florida","Tallahassee","Florida","","White Nationalist","Yes","","2018"
"Red Ice","Harrisonburg","Virginia","","White Nationalist","Yes","","2018"
"Right Brand Clothing","Anaheim","California","","White Nationalist","Yes","","2018"
"Rise Above Movement","Huntington Beach","California","","White Nationalist","Yes","","2018"
"Scott-Townsend Publishers","Washington","District of Columbia","","White Nationalist","Yes","","2018"
"Shieldwall Network","Mountain View","Arkansas","","White Nationalist","Yes","","2018"
"Shieldwall Network","Murfreesboro","Tennessee","","White Nationalist","","","2018"
"Shieldwall Network","New Boston","Texas","","White Nationalist","","","2018"
"Social Contract Press","Petoskey","Michigan","","White Nationalist","Yes","","2018"
"Stormfront","West Palm Beach","Florida","Stormfront","White Nationalist","Yes","","2018"
"The Right Stuff","","Alabama","","White Nationalist","","Yes","2018"
"The Right Stuff","","Arizona","","White Nationalist","","Yes","2018"
"The Right Stuff","Los Angeles","California","","White Nationalist","","","2018"
"The Right Stuff","San Francisco","California","","White Nationalist","","","2018"
"The Right Stuff","","Colorado","","White Nationalist","","Yes","2018"
"The Right Stuff","Washington","District of Columbia","","White Nationalist","","","2018"
"The Right Stuff","","Florida","","White Nationalist","","Yes","2018"
"The Right Stuff","","Hawaii","","White Nationalist","","Yes","2018"
"The Right Stuff","Chicago","Illinois","","White Nationalist","","","2018"
"The Right Stuff","","Indiana","","White Nationalist","","Yes","2018"
"The Right Stuff","","Louisiana","","White Nationalist","","Yes","2018"
"The Right Stuff","Baltimore","Maryland","","White Nationalist","","","2018"
"The Right Stuff","Boston","Massachusetts","","White Nationalist","","","2018"
"The Right Stuff","","Michigan","","White Nationalist","","Yes","2018"
"The Right Stuff","","Minnesota","","White Nationalist","","Yes","2018"
"The Right Stuff","St. Louis","Missouri","","White Nationalist","","","2018"
"The Right Stuff","Kansas City","Missouri","","White Nationalist","","","2018"
"The Right Stuff","Las Vegas","Nevada","","White Nationalist","","","2018"
"The Right Stuff","Hopewell Junction","New York","","White Nationalist","Yes","","2018"
"The Right Stuff","New York","New York","","White Nationalist","","","2018"
"The Right Stuff","","North Carolina","","White Nationalist","","Yes","2018"
"The Right Stuff","Cleveland","Ohio","","White Nationalist","","","2018"
"The Right Stuff","Columbus","Ohio","","White Nationalist","","","2018"
"The Right Stuff","Philadelphia","Pennsylvania","","White Nationalist","","","2018"
"The Right Stuff","Pittsburgh","Pennsylvania","","White Nationalist","","","2018"
"The Right Stuff","","South Carolina","","White Nationalist","","Yes","2018"
"The Right Stuff","Memphis","Tennessee","","White Nationalist","","","2018"
"The Right Stuff","Dallas","Texas","","White Nationalist","","","2018"
"The Right Stuff","San Antonio","Texas","","White Nationalist","","","2018"
"The Right Stuff","Austin","Texas","","White Nationalist","","","2018"
"The Right Stuff","Houston","Texas","","White Nationalist","","","2018"
"The Right Stuff","","Utah","","White Nationalist","","Yes","2018"
"The Right Stuff","","Virginia","","White Nationalist","","Yes","2018"
"The Right Stuff","","Wisconsin","","White Nationalist","","Yes","2018"
"True Cascadia","Portland","Oregon","","White Nationalist","Yes","","2018"
"Tyr 1 Security","Alexandria","Virginia","","White Nationalist","Yes","","2018"
"Unity and Security for America","Charlottesville","Virginia","","White Nationalist","Yes","","2018"
"Vandal Brothers, LLC","Bath","Ohio","","White Nationalist","Yes","","2018"
"VDARE Foundation","Warrenton","Virginia","VDARE","White Nationalist","Yes","","2018"
"Washington Summit Publishers","Alexandria","Virginia","","White Nationalist","Yes","","2018"
"WeSearchr","","California","WeSearchr","White Nationalist","Yes","Yes","2018"
"Western Outlands Supply Company","Mesa","Arizona","","White Nationalist","Yes","","2018"
"White Boy Society","","Illinois","","White Nationalist","Yes","Yes","2018"
"White Boy Society","","Wisconsin","","White Nationalist","","Yes","2018"
"White Rabbit Radio","Dearborn Heights","Michigan","","White Nationalist","Yes","","2018"
