"Title","City","State","Group","Ideology","Headquarters","Statewide","Year"
"Nation of Islam","Wilkinsburg","Pennsylvania","Nation of Islam","Black Separatist","","","2018"
"Nation of Islam","Philadelphia","Pennsylvania","Nation of Islam","Black Separatist","","","2018"
"Nation of Islam","Columbia","South Carolina","Nation of Islam","Black Separatist","","","2018"
"Nation of Islam","Greenville","South Carolina","Nation of Islam","Black Separatist","","","2018"
"Nation of Islam","North Charleston","South Carolina","Nation of Islam","Black Separatist","","","2018"
"Nation of Islam","San Antonio","Texas","Nation of Islam","Black Separatist","","","2018"
"Nation of Islam","Fort Worth","Texas","Nation of Islam","Black Separatist","","","2018"
"Nation of Islam","Austin","Texas","Nation of Islam","Black Separatist","","","2018"
"Nation of Islam","Memphis","Tennessee","Nation of Islam","Black Separatist","","","2018"
"Nation of Islam","Chattanooga","Tennessee","Nation of Islam","Black Separatist","","","2018"
"Nation of Islam","Houston","Texas","Nation of Islam","Black Separatist","","","2018"
"Nation of Islam","Dallas","Texas","Nation of Islam","Black Separatist","","","2018"
"Nation of Islam","Norfolk","Virginia","Nation of Islam","Black Separatist","","","2018"
"Nation of Islam","Richmond","Virginia","Nation of Islam","Black Separatist","","","2018"
"Nation of Islam","Milwaukee","Wisconsin","Nation of Islam","Black Separatist","","","2018"
"Nation of Kings and Priests","Orlando","Florida","","Black Separatist","Yes","","2018"
"New Black Liberation Militia","","Ohio","","Black Separatist","Yes","Yes","2018"
"New Black Panther Party","Atlanta","Georgia","New Black Panther Party","Black Separatist","","","2018"
"New Black Panther Party","Baton Rouge","Louisiana","New Black Panther Party","Black Separatist","","","2018"
"New Black Panther Party","Shreveport","Louisiana","New Black Panther Party","Black Separatist","","","2018"
"New Black Panther Party","New Orleans","Louisiana","New Black Panther Party","Black Separatist","","","2018"
"New Black Panther Party","Houston","Texas","New Black Panther Party","Black Separatist","Yes","","2018"
"New Black Panther Party for Self Defense","Washington","District of Columbia","","Black Separatist","","","2018"
"New Black Panther Party for Self Defense","Tampa Bay","Florida","","Black Separatist","","","2018"
"New Black Panther Party for Self Defense","Jacksonville","Florida","","Black Separatist","","","2018"
"New Black Panther Party for Self Defense","Tallahassee","Florida","","Black Separatist","","","2018"
"New Black Panther Party for Self Defense","Atlanta","Georgia","","Black Separatist","Yes","","2018"
"New Black Panther Party for Self Defense","Tupelo","Mississippi","","Black Separatist","","","2018"
"New Black Panther Party for Self Defense","St. Louis","Missouri","","Black Separatist","","","2018"
"New Black Panther Party for Self Defense","Memphis","Tennessee","","Black Separatist","","","2018"
"New Black Panther Party for Self Defense","Houston","Texas","","Black Separatist","","","2018"
"New Black Panther Party for Self Defense","Seattle","Washington","","Black Separatist","","","2018"
"Northern Kingdom Prophets","Pueblo","Colorado","","Black Separatist","Yes","","2018"
"OneBody in Yahawashi","Dallas","Texas","","Black Separatist","Yes","","2018"
"Revolutionary Black Panther Party","Hope","Arkansas","","Black Separatist","Yes","","2018"
"Revolutionary Black Panther Party","Baltimore","Maryland","","Black Separatist","","","2018"
"Revolutionary Black Panther Party","Flint","Michigan","","Black Separatist","","","2018"
"Revolutionary Black Panther Party","Raleigh","North Carolina","","Black Separatist","","","2018"
"Revolutionary Black Panther Party","Philadelphia","Pennsylvania","","Black Separatist","","","2018"
"Sicarii 1715","San Bernardino","California","","Black Separatist","","","2018"
"Sicarii 1715","San Diego","California","","Black Separatist","","","2018"
"Sicarii 1715","Orlando","Florida","","Black Separatist","","","2018"
"Sicarii 1715","Atlanta","Georgia","","Black Separatist","","","2018"
"Sicarii 1715","Dallas","Texas","","Black Separatist","Yes","","2018"
"Sicarii 1715","Seattle","Washington","","Black Separatist","","","2018"
"The United Nuwaupians Worldwide/All Eyes on Egipt","Hartford","Connecticut","","Black Separatist","","","2018"
"The United Nuwaupians Worldwide/All Eyes on Egipt","Washington","District of Columbia","","Black Separatist","","","2018"
"The United Nuwaupians Worldwide/All Eyes on Egipt","Athens","Georgia","","Black Separatist","","","2018"
"The United Nuwaupians Worldwide/All Eyes on Egipt","Lithonia","Georgia","","Black Separatist","","","2018"
"The United Nuwaupians Worldwide/All Eyes on Egipt","Chicago","Illinois","","Black Separatist","","","2018"
"The United Nuwaupians Worldwide/All Eyes on Egipt","Detroit","Michigan","","Black Separatist","","","2018"
"The United Nuwaupians Worldwide/All Eyes on Egipt","Jersey City","New Jersey","","Black Separatist","","","2018"
"The United Nuwaupians Worldwide/All Eyes on Egipt","Newark","New Jersey","","Black Separatist","","","2018"
"The United Nuwaupians Worldwide/All Eyes on Egipt","Charlotte","North Carolina","","Black Separatist","","","2018"
"The United Nuwaupians Worldwide/All Eyes on Egipt","Brooklyn","New York","","Black Separatist","Yes","","2018"
"The United Nuwaupians Worldwide/All Eyes on Egipt","Cleveland","Ohio","","Black Separatist","","","2018"
"The United Nuwaupians Worldwide/All Eyes on Egipt","Philadelphia","Pennsylvania","","Black Separatist","","","2018"
"True Nation Israelite Congregation","Los Angeles","California","","Black Separatist","Yes","","2018"
"Trumpet in Philly","Philadelphia","Pennsylvania","","Black Separatist","Yes","","2018"
"United Kingdom of Israel Congregation","Chicago","Illinois","","Black Separatist","","","2018"
"United Kingdom of Israel Congregation","Baltimore","Maryland","","Black Separatist","","","2018"
"United Kingdom of Israel Congregation","Hampton","Virginia","","Black Separatist","Yes","","2018"
"War On The Horizon","Washington","District of Columbia","","Black Separatist","Yes","","2018"
"Watchmen of Israel","Baltimore","Maryland","","Black Separatist","Yes","","2018"
"America's Promise Ministries","Sandpoint","Idaho","America's Promise Ministries","Christian Identity","Yes","","2018"
"Christian America Ministries","Greensburg","Louisiana","","Christian Identity","Yes","","2018"
"Christian Revival Center","Harrison","Arkansas","","Christian Identity","Yes","","2018"
"Christogenea","Panama City","Florida","","Christian Identity","Yes","","2018"
"Church of Israel","Schell City","Missouri","","Christian Identity","Yes","","2018"
"Covenant People's Ministry","Brooks","Georgia","","Christian Identity","Yes","","2018"
"Divine International Church of the Web","Morton","Illinois","","Christian Identity","Yes","","2018"
"Euro Folk Radio","Chicago","Illinois","","Christian Identity","Yes","","2018"
"Fellowship of God's Covenant People","Union","Kentucky","","Christian Identity","Yes","","2018"
"Kingdom Identity Ministries","Harrison","Arkansas","Kingdom Identity Ministries ","Christian Identity","Yes","","2018"
"Mission to Israel","Scottsbluff","Nebraska","","Christian Identity","Yes","","2018"
"Our Place Fellowship","Colville","Washington","","Christian Identity","Yes","","2018"
"Restored Assembly of Elohim","Bainbridge","Ohio","","Christian Identity","Yes","","2018"
"Sacred Truth Publishing & Ministries","Mountain City","Tennessee","","Christian Identity","Yes","","2018"
"Scriptures for America Worldwide Ministries","Laporte","Colorado","","Christian Identity","Yes","","2018"
"Yahushua Dual Seed Christian Identity Ministry","Livingston","Texas","","Christian Identity","Yes","","2018"
"Yahweh's Truth","Linwood","Michigan","","Christian Identity","Yes","","2018"
"American Border Patrol","Sierra Vista","Arizona","American Border Patrol/American Patrol","Anti-Immigrant","Yes","","2018"
"American Immigration Control Foundation/Americans for Immigration Control","Monterey","Virginia","","Anti-Immigrant","Yes","","2018"
"Americans for Legal Immigration (ALIPAC)","Raleigh","North Carolina","","Anti-Immigrant","","","2018"
"Californians for Population Stabilization","Santa Barbara","California","","Anti-Immigrant","Yes","","2018"
"Center for Immigration Studies","Washington","District of Columbia","Center for Immigration Studies","Anti-Immigrant","Yes","","2018"
"Colorado Alliance for Immigration Reform","Lakewood","Colorado","","Anti-Immigrant","Yes","","2018"
"Dustin Inman Society, The","Marietta","Georgia","","Anti-Immigrant","Yes","","2018"
"Federation for American Immigration Reform","Washington","District of Columbia","Federation for American Immigration Reform","Anti-Immigrant","Yes","","2018"
"Immigration Reform Law Institute","Washington","District of Columbia","","Anti-Immigrant","Yes","","2018"
"Legal Immigrants for America","Winter Springs","Florida","","Anti-Immigrant","Yes","","2018"
"Mountain Minutemen","Tecate","California","","Anti-Immigrant","","","2018"
"Oregonians for Immigration Reform","Salem","Oregon","","Anti-Immigrant","","","2018"
"ProEnglish","Arlington","Virginia","","Anti-Immigrant","Yes","","2018"
"Remembrance Project, The","Pleasanton","Texas","","Anti-Immigrant","","","2018"
"Respect Washington","Seattle","Washington","","Anti-Immigrant","","","2018"
"San Diegans for Secure Borders","San Diego","California","","Anti-Immigrant","Yes","","2018"
"Texans for Immigration Reduction and Enforcement","Houston","Texas","","Anti-Immigrant","","","2018"
"American Defense Records","Pittsburgh","Pennsylvania","","Hate Music","","","2018"
"BeaSSt Productions","Greensboro","North Carolina","","Hate Music","","","2018"
"Elegy Records","Clifton","New Jersey","","Hate Music","","","2018"
"Hostile Class Productions","Burbank","Illinois","","Hate Music","","","2018"
"Hypgnosis Records","","Ohio","","Hate Music","","Yes","2018"
"ISD Records","Denison","Texas","","Hate Music","Yes","","2018"
"Label 56","Baltimore","Maryland","","Hate Music","Yes","","2018"
"MSR Productions","Wheat Ridge","Colorado","","Hate Music","Yes","","2018"
"NSM88 Records","Detroit","Michigan","","Hate Music","","","2018"
"Stahlhelm Records","Milwaukee","Wisconsin","","Hate Music","Yes","","2018"
"Tightrope","Calico Rock","Arkansas","","Hate Music","Yes","","2018"
"United Riot Records","New York","New York","","Hate Music","","","2018"
"Vinlandic Werwolf Distribution","","California","","Hate Music","","Yes","2018"
"Wolf Tyr Productions","Holbrook","New York","","Hate Music","","","2018"
"Wolf's Head Records","","California","","Hate Music","","Yes","2018"
"Barnes Review/Foundation for Economic Liberty, Inc.","Upper Marlboro","Maryland","Barnes Review/Foundation for Economic Liberty, Inc.","Holocaust Denial","Yes","","2018"
"carolynyeager.net","Kerrville","Texas","","Holocaust Denial","Yes","","2018"
"Committee for Open Debate on the Holocaust","Mill Valley","California","","Holocaust Denial","Yes","","2018"
"Committee for Open Debate on the Holocaust","York","Pennsylvania","","Holocaust Denial","","","2018"
"Deir Yassin Remembered","Geneva","New York","","Holocaust Denial","Yes","","2018"
"Independent History & Research","Coeur d'Alene","Idaho","","Holocaust Denial","Yes","","2018"
"Institute for Historical Review","Newport Beach","California","Institute for Historical Review","Holocaust Denial","Yes","","2018"
"The Realist Report","Poway","California","","Holocaust Denial","Yes","","2018"
"Asatru Folk Assembly","","Alaska","","General Hate","","Yes","2018"
"Asatru Folk Assembly","Brownsville","California","","General Hate","Yes","","2018"
"Asatru Folk Assembly","","California","","General Hate","","Yes","2018"
"Asatru Folk Assembly","","Colorado","","General Hate","","Yes","2018"
"Asatru Folk Assembly","","Georgia","","General Hate","","Yes","2018"
"Asatru Folk Assembly","","Massachusetts","","General Hate","","Yes","2018"
"Asatru Folk Assembly","Bloomington","Minnesota","","General Hate","","","2018"
"Asatru Folk Assembly","","Missouri","","General Hate","","Yes","2018"
"Asatru Folk Assembly","","North Carolina","","General Hate","","Yes","2018"
"Asatru Folk Assembly","","North Dakota","","General Hate","","Yes","2018"
"Asatru Folk Assembly","","Ohio","","General Hate","","Yes","2018"
"Asatru Folk Assembly","","Oregon","","General Hate","","Yes","2018"
"Asatru Folk Assembly","","Pennsylvania","","General Hate","","Yes","2018"
"Asatru Folk Assembly","","South Carolina","","General Hate","","Yes","2018"
"Asatru Folk Assembly","","Texas","","General Hate","","Yes","2018"
"Asatru Folk Assembly","","Virginia","","General Hate","","Yes","2018"
"Asatru Folk Assembly","","West Virginia","","General Hate","","Yes","2018"
"Folkgard of Holda & Odin","Apache Junction","Arizona","","General Hate","","","2018"
"Gallows Tree Wotansvolk Alliance","","Florida","","General Hate","","Yes","2018"
"Gallows Tree Wotansvolk Alliance","","Iowa","","General Hate","","Yes","2018"
"Gallows Tree Wotansvolk Alliance","Grand Rapids","Michigan","","General Hate","Yes","","2018"
"Gallows Tree Wotansvolk Alliance","","Texas","","General Hate","","Yes","2018"
"Pacific Northwest Wolfpack Kindred","","Washington","","General Hate","","Yes","2018"
"Wolf Age","Grass Valley","California","","General Hate","Yes","","2018"
"Wolves of Vinland","","Oregon","","General Hate","","Yes","2018"
"Wolves of Vinland","","South Carolina","","General Hate","","Yes","2018"
"Wolves of Vinland","","Tennessee","","General Hate","","Yes","2018"
"Wolves of Vinland","Lynchburg","Virginia","","General Hate","Yes","","2018"
"Wolves of Vinland","","Washington","","General Hate","","Yes","2018"
"Wotan's Nation","Decatur","Tennessee","","General Hate","","","2018"
"211 Bootboys","Washington","District of Columbia","","General Hate","","","2018"
"211 Bootboys","New York","New York","","General Hate","Yes","","2018"
"a2z Publications","Las Vegas","Nevada","","General Hate","Yes","","2018"
"American Free Press","Upper Marlboro","Maryland","","General Hate","Yes","","2018"
"American Guard","","Arizona","","General Hate","","Yes","2018"
"American Guard","","California","","General Hate","","Yes","2018"
"American Guard","","Colorado","","General Hate","","Yes","2018"
"American Guard","","Connecticut","","General Hate","","Yes","2018"
"American Guard","","Florida","","General Hate","","Yes","2018"
"American Guard","","Idaho","","General Hate","","Yes","2018"
"American Guard","","Illinois","","General Hate","","Yes","2018"
"American Guard","","Indiana","","General Hate","Yes","Yes","2018"
"American Guard","","Michigan","","General Hate","","Yes","2018"
"American Guard","","Missouri","","General Hate","","Yes","2018"
"American Guard","","New Hampshire","","General Hate","","Yes","2018"
"American Guard","","North Carolina","","General Hate","","Yes","2018"
"American Guard","","Ohio","","General Hate","","Yes","2018"
"American Guard","","Pennsylvania","","General Hate","","Yes","2018"
"American Guard","","Rhode Island","","General Hate","","Yes","2018"
"American Guard","","Tennessee","","General Hate","","Yes","2018"
"American Guard","","Utah","","General Hate","","Yes","2018"
"Bill Keller Ministries","St. Petersburg","Florida","","General Hate","Yes","","2018"
"Brother Nathanael Foundation, The","Priest River","Idaho","","General Hate","Yes","","2018"
"Chick Publications","Ontario","California","","General Hate","","","2018"
"Concerned Citizens and Friends of Illegal Immigration Law Enforcement","Framingham","Massachusetts","","General Hate","","","2018"
"Cultural Studies Press","New York","New York","","General Hate","Yes","","2018"
"Dixie Giftshop","","Tennessee","","General Hate","","Yes","2018"
"European-American Evangelistic Crusades","Sheridan","California","","General Hate","Yes","","2018"
"Fundamentalist Latter Day Saints","Colorado City","Arizona","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate","","","2018"
"Fundamentalist Latter Day Saints","","South Dakota","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate","","Yes","2018"
"Fundamentalist Latter Day Saints","Hildale","Utah","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate","Yes","","2018"
"Hatreon","Austin","Texas","","General Hate","Yes","","2018"
"Hell Shaking Street Preachers","Tillamook","Oregon","","General Hate","","","2018"
"Insight USA","Longwood","Florida","","General Hate","Yes","","2018"
"Jamaat al-Muslimeen","Baltimore","Maryland","","General Hate","Yes","","2018"
"Jewish Defense League","Brooklyn","New York","","General Hate","","","2018"
"Jewish Task Force","Fresh Meadows","New York","","General Hate","Yes","","2018"
"Kingston Group","Salt Lake City","Utah","","General Hate","Yes","","2018"
"Last Frontier Evangelism- Repent Alaska","Anchorage","Alaska","","General Hate","Yes","","2018"
"Lordship Church","Coeur d'Alene","Idaho","","General Hate","Yes","","2018"
"Masjid al Islam - As Sabiqun","Washington","District of Columbia","","General Hate","","","2018"
"Nationalist Liberty Union","Augusta","Georgia","","General Hate","","","2018"
"Official Street Preachers","Los Angeles","California","","General Hate","Yes","","2018"
"Ozark Craft LC","Harrison","Arkansas","","General Hate","","","2018"
"Patriot Movement AZ","Litchfield Park","Arizona","","General Hate","","","2018"
"Power of Prophecy","Austin","Texas","","General Hate","Yes","","2018"
"Proud Boys","Birmingham","Alabama","Proud Boys","General Hate","","","2018"
"Proud Boys","","Alaska","Proud Boys","General Hate","","Yes","2018"
"Proud Boys","","Arizona","Proud Boys","General Hate","","Yes","2018"
"Proud Boys","Little Rock","Arkansas","Proud Boys","General Hate","","","2018"
"Proud Boys","Fresno","California","Proud Boys","General Hate","","","2018"
"Proud Boys","Los Angeles","California","Proud Boys","General Hate","","","2018"
"Proud Boys","Sacramento","California","Proud Boys","General Hate","","","2018"
"Proud Boys","","Colorado","Proud Boys","General Hate","","Yes","2018"
"Proud Boys","Jacksonville","Florida","Proud Boys","General Hate","","","2018"
"Proud Boys","Tampa","Florida","Proud Boys","General Hate","","","2018"
"Proud Boys","DeLand","Florida","Proud Boys","General Hate","","","2018"
"Proud Boys","Miami","Florida","Proud Boys","General Hate","","","2018"
"Proud Boys","Gainesville","Georgia","Proud Boys","General Hate","","","2018"
"Proud Boys","Atlanta","Georgia","Proud Boys","General Hate","","","2018"
"Proud Boys","","Hawaii","Proud Boys","General Hate","","Yes","2018"
"Proud Boys","","Hawaii","Proud Boys","General Hate","","Yes","2018"
"Proud Boys","Fort Wayne","Indiana","Proud Boys","General Hate","","","2018"
"Proud Boys","Louisville","Kentucky","Proud Boys","General Hate","","","2018"
"Proud Boys","New Orleans","Louisiana","Proud Boys","General Hate","","","2018"
"Proud Boys","Baltimore","Maryland","Proud Boys","General Hate","","","2018"
"Proud Boys","","Massachusetts","Proud Boys","General Hate","","Yes","2018"
"Proud Boys","","Michigan","Proud Boys","General Hate","","Yes","2018"
"Proud Boys","Duluth","Minnesota","Proud Boys","General Hate","","","2018"
"Proud Boys","Minneapolis","Minnesota","Proud Boys","General Hate","","","2018"
"Proud Boys","St. Louis","Missouri","Proud Boys","General Hate","","","2018"
"Proud Boys","Kansas City","Missouri","Proud Boys","General Hate","","","2018"
"Proud Boys","","Nebraska","Proud Boys","General Hate","","Yes","2018"
"Proud Boys","","Nevada","Proud Boys","General Hate","","Yes","2018"
"Proud Boys","","New Hampshire","Proud Boys","General Hate","","Yes","2018"
"Proud Boys","New York","New York","Proud Boys","General Hate","Yes","","2018"
"Proud Boys","","Oklahoma","Proud Boys","General Hate","","Yes","2018"
"Proud Boys","Portland","Oregon","Proud Boys","General Hate","","","2018"
"Proud Boys","","Pennsylvania","Proud Boys","General Hate","","Yes","2018"
"Proud Boys","","South Dakota","Proud Boys","General Hate","","Yes","2018"
"Proud Boys","","Tennessee","Proud Boys","General Hate","","Yes","2018"
"Proud Boys","Dallas","Texas","Proud Boys","General Hate","","","2018"
"Proud Boys","Austin","Texas","Proud Boys","General Hate","","","2018"
"Proud Boys","Houston","Texas","Proud Boys","General Hate","","","2018"
"Proud Boys","Ogden","Utah","Proud Boys","General Hate","","","2018"
"Proud Boys","","Utah","Proud Boys","General Hate","","Yes","2018"
"Proud Boys","Spokane","Washington","Proud Boys","General Hate","","","2018"
"Proud Boys","Seattle","Washington","Proud Boys","General Hate","","","2018"
"Proud Boys","Vancouver","Washington","Proud Boys","General Hate","","","2018"
"Proud Boys","","West Virginia","Proud Boys","General Hate","","Yes","2018"
"Reformation-Bible Puritan-Baptist Church/Vatican Assassins","Newmanstown","Pennsylvania","","General Hate","Yes","","2018"
"Rense Radio Network","Ashland","Oregon","","General Hate","Yes","","2018"
"Samanta Roy Institute of Science and Technology","Shawano","Wisconsin","","General Hate","Yes","","2018"
"Sharkhunters International","Hernando","Florida","","General Hate","Yes","","2018"
"Sons of Liberty Media (formerly You Can Run But You Cannot Hide)","Annandale","Minnesota","","General Hate","Yes","","2018"
"Tony Alamo Christian Ministries","Canyon Country","California","","General Hate","","","2018"
"Tony Alamo Christian Ministries","New York","New York","","General Hate","","","2018"
"Catholic Family News/Catholic Family Ministries, Inc.","Niagara Falls","New York","","Radical Traditional Catholicism","Yes","","2018"
"Christ or Chaos","West Chester","Ohio","","Radical Traditional Catholicism","Yes","","2018"
"Culture Wars/Fidelity Press","South Bend","Indiana","","Radical Traditional Catholicism","Yes","","2018"
"Fatima Crusader, The/International Fatima Rosary Crusade","Constable","New York","","Radical Traditional Catholicism","Yes","","2018"
"IHM Media","Richmond","New Hampshire","","Radical Traditional Catholicism","","","2018"
"IHS Press","Norfolk","Virginia","","Radical Traditional Catholicism","Yes","","2018"
"In the Spirit of Chartres Committee","Carrollton","Virginia","","Radical Traditional Catholicism","","","2018"
"Remnant, The/The Remnant Press","Forest Lake","Minnesota","","Radical Traditional Catholicism","Yes","","2018"
"Robert Sungenis","State Line","Pennsylvania","","Radical Traditional Catholicism","Yes","","2018"
"Slaves of the Immaculate Heart of Mary","Richmond","New Hampshire","","Radical Traditional Catholicism","Yes","","2018"
"Tradition in Action","Los Angeles","California","","Radical Traditional Catholicism","Yes","","2018"
"American Christian Dixie Knights of the Ku Klux Klan","","Alabama","","Ku Klux Klan","Yes","Yes","2018"
"American Christian Dixie Knights of the Ku Klux Klan","","Florida","","Ku Klux Klan","","Yes","2018"
"American Christian Dixie Knights of the Ku Klux Klan","","Tennessee","","Ku Klux Klan","","Yes","2018"
"American Christian Knights of the Ku Klux Klan","Moselle","Mississippi","","Ku Klux Klan","Yes","","2018"
"American White Knights of the Ku Klux Klan","","Georgia","","Ku Klux Klan","","Yes","2018"
"American White Knights of the Ku Klux Klan","","Indiana","","Ku Klux Klan","Yes","Yes","2018"
"Aryan Knights of the Invisible Empire","","North Carolina","","Ku Klux Klan","Yes","Yes","2018"
"Church of the National Knights of the Ku Klux Klan","South Bend","Indiana","Church of the National Knights of the Ku Klux Klan","Ku Klux Klan","Yes","","2018"
"Church of the National Knights of the Ku Klux Klan","","Kentucky","Church of the National Knights of the Ku Klux Klan","Ku Klux Klan","","Yes","2018"
"Confederate White Knights of the Ku Klux Klan","","Maryland","","Ku Klux Klan","Yes","Yes","2018"
"Confederate White Knights of the Ku Klux Klan","Wappapello","Missouri","","Ku Klux Klan","","","2018"
"Confederate White Knights of the Ku Klux Klan","","Virginia","","Ku Klux Klan","","Yes","2018"
"East Coast Knights of the True Invisible Empire","Columbus","Ohio","","Ku Klux Klan","","","2018"
"East Coast Knights of the True Invisible Empire","Philadelphia","Pennsylvania","","Ku Klux Klan","","","2018"
"East Coast Knights of the True Invisible Empire","","North Carolina","","Ku Klux Klan","","Yes","2018"
"Global Crusaders: Order of the Ku Klux Klan","","Alabama","","Ku Klux Klan","","Yes","2018"
"Honorable Sacred Knights of the Ku Klux Klan","Madison","Indiana","","Ku Klux Klan","Yes","","2018"
"International Keystone Knights of the Ku Klux Klan","","Florida","","Ku Klux Klan","","Yes","2018"
"International Keystone Knights of the Ku Klux Klan","","Mississippi","","Ku Klux Klan","","Yes","2018"
"International Keystone Knights of the Ku Klux Klan","Cedartown","Georgia","","Ku Klux Klan","","","2018"
"Knights of the Ku Klux Klan","Harrison","Arkansas","Knights of the Ku Klux Klan","Ku Klux Klan","Yes","","2018"
"Loyal White Knights of the Ku Klux Klan","","Maryland","","Ku Klux Klan","","Yes","2018"
"Loyal White Knights of the Ku Klux Klan","","Florida","","Ku Klux Klan","","Yes","2018"
"Loyal White Knights of the Ku Klux Klan","","New York","","Ku Klux Klan","","Yes","2018"
"Loyal White Knights of the Ku Klux Klan","Pelham","North Carolina","","Ku Klux Klan","Yes","","2018"
"Loyal White Knights of the Ku Klux Klan","","Pennsylvania","","Ku Klux Klan","","Yes","2018"
"Loyal White Knights of the Ku Klux Klan","","Texas","","Ku Klux Klan","","Yes","2018"
"Loyal White Knights of the Ku Klux Klan","","Virginia","","Ku Klux Klan","","Yes","2018"
"Mississippi White Knights of the Ku Klux Klan","Bruce","Mississippi","","Ku Klux Klan","Yes","","2018"
"Noble Klans of America","","Maryland","","Ku Klux Klan","Yes","Yes","2018"
"Noble Klans of America","","New Jersey","","Ku Klux Klan","","Yes","2018"
"Nordic Order Knights of the Ku Klux Klan","","Alabama","","Ku Klux Klan","","Yes","2018"
"Nordic Order Knights of the Ku Klux Klan","Dawson Springs","Kentucky","","Ku Klux Klan","","","2018"
"Original Knights of America, Knights of the Ku Klux Klan","Philadelphia","Mississippi","","Ku Klux Klan","Yes","","2018"
"Pacific Coast Knights of the Ku Klux Klan","Alpena","Michigan","","Ku Klux Klan","","","2018"
"Pacific Coast Knights of the Ku Klux Klan","","Oregon","","Ku Klux Klan","","Yes","2018"
"Pacific Coast Knights of the Ku Klux Klan","","California","","Ku Klux Klan","Yes","Yes","2018"
"Pacific Coast Knights of the Ku Klux Klan","","Washington","","Ku Klux Klan","","Yes","2018"
"Patriotic Brigade Knights of the Ku Klux Klan","","South Carolina","","Ku Klux Klan","","Yes","2018"
"Patriotic Brigade Knights of the Ku Klux Klan","Gladewater","Texas","","Ku Klux Klan","Yes","","2018"
"Rebel Brigade Knights True Invisible Empire","Martinsville","Virginia","","Ku Klux Klan","Yes","","2018"
"Teutonic Knights of the Ku Klux Klan","Shelbyville","Tennessee","","Ku Klux Klan","Yes","","2018"
"Texas Rebel Knights of the Ku Klux Klan","Quinlan","Texas","","Ku Klux Klan","Yes","","2018"
"Traditionalist American Knights of the Ku Klux Klan","","Florida","","Ku Klux Klan","","Yes","2018"
"Traditionalist American Knights of the Ku Klux Klan","Custer","South Dakota","","Ku Klux Klan","Yes","","2018"
"United Dixie White Knights of the Ku Klux Klan","","Mississippi","","Ku Klux Klan","Yes","Yes","2018"
"United Klans of America","","Alabama","","Ku Klux Klan","","Yes","2018"
"United Klans of America","McMinnville","Tennessee","","Ku Klux Klan","","","2018"
"United Northern and Southern Knights of the Ku Klux Klan","Ellijay","Georgia","","Ku Klux Klan","Yes","","2018"
"United White Knights of the Ku Klux Klan","New Boston","Texas","","Ku Klux Klan","Yes","","2018"
"White Knights of Texas","DeKalb","Texas","","Ku Klux Klan","Yes","","2018"
"A Voice For Men","Houston","Texas","","Male Supremacy","","","2018"
"Return of Kings","Washington","District of Columbia","","Male Supremacy","","","2018"
"Dixie Republic","Travelers Rest","South Carolina","","Neo-Confederate","","","2018"
"Identity Dixie","","Florida","","Neo-Confederate","","Yes","2018"
"Identity Dixie","","Georgia","","Neo-Confederate","","Yes","2018"
"Identity Dixie","","Louisiana","","Neo-Confederate","","Yes","2018"
"Identity Dixie","","North Carolina","","Neo-Confederate","","Yes","2018"
"Identity Dixie","","Tennessee","","Neo-Confederate","","Yes","2018"
"Identity Dixie","","Texas","","Neo-Confederate","","Yes","2018"
"Identity Dixie","Statewide","Virginia","","Neo-Confederate","","","2018"
"League of the South","Killen","Alabama","League of the South","Neo-Confederate","Yes","","2018"
"League of the South","Wetumpka","Alabama","League of the South","Neo-Confederate","","","2018"
"League of the South","Dothan","Alabama","League of the South","Neo-Confederate","","","2018"
"League of the South","Northport","Alabama","League of the South","Neo-Confederate","","","2018"
"League of the South","Weogufka","Alabama","League of the South","Neo-Confederate","","","2018"
"League of the South","Harrison","Arkansas","League of the South","Neo-Confederate","","","2018"
"League of the South","Lake City","Florida","League of the South","Neo-Confederate","","","2018"
"League of the South","Hialeah","Florida","League of the South","Neo-Confederate","","","2018"
"League of the South","Panama City","Florida","League of the South","Neo-Confederate","","","2018"
"League of the South","Ocala","Florida","League of the South","Neo-Confederate","","","2018"
"League of the South","Jacksonville","Florida","League of the South","Neo-Confederate","","","2018"
"League of the South","","Florida","League of the South","Neo-Confederate","","Yes","2018"
"League of the South","Powder Springs","Georgia","League of the South","Neo-Confederate","","","2018"
"League of the South","Cartersville","Georgia","League of the South","Neo-Confederate","","","2018"
"League of the South","Taylorsville","Kentucky","League of the South","Neo-Confederate","","","2018"
"League of the South","Gonzales","Louisiana","League of the South","Neo-Confederate","","","2018"
"League of the South","Jackson","Mississippi","League of the South","Neo-Confederate","","","2018"
"League of the South","Holly Springs","Mississippi","League of the South","Neo-Confederate","","","2018"
"League of the South","Columbia","South Carolina","League of the South","Neo-Confederate","","","2018"
"League of the South","Memphis","Tennessee","League of the South","Neo-Confederate","","","2018"
"League of the South","Gallatin","Tennessee","League of the South","Neo-Confederate","","","2018"
"League of the South","Johnson City","Tennessee","League of the South","Neo-Confederate","","","2018"
"League of the South","Knoxville","Tennessee","League of the South","Neo-Confederate","","","2018"
"League of the South","San Antonio","Texas","League of the South","Neo-Confederate","","","2018"
"League of the South","Pointblank","Texas","League of the South","Neo-Confederate","","","2018"
