"Title","City","State","Group","Ideology","Headquarters","Statewide","Year"
"Israel United In Christ","Chicago","Illinois","","Black Separatist","","","2016"
"Israel United In Christ","Corpus Christi","Texas","","Black Separatist","","","2016"
"Israel United In Christ","Dallas","Texas","","Black Separatist","","","2016"
"Israel United In Christ","Denver","Colorado","","Black Separatist","","","2016"
"Israel United In Christ","Detroit","Michigan","","Black Separatist","","","2016"
"Israel United In Christ","Hampton","Virginia","","Black Separatist","","","2016"
"Israel United In Christ","Heath","Ohio","","Black Separatist","","","2016"
"Israel United In Christ","Houston","Texas","","Black Separatist","","","2016"
"Israel United In Christ","Kansas City","Kansas","","Black Separatist","","","2016"
"Israel United In Christ","Las Vegas","Nevada","","Black Separatist","","","2016"
"Israel United In Christ","Los Angeles","California","","Black Separatist","","","2016"
"Israel United In Christ","Louisville","Kentucky","","Black Separatist","","","2016"
"Israel United In Christ","Memphis","Tennessee","","Black Separatist","","","2016"
"Israel United In Christ","Miami","Florida","","Black Separatist","","","2016"
"Israel United In Christ","Mount Vernon","New York","","Black Separatist","","","2016"
"Israel United In Christ","New Orleans","Louisiana","","Black Separatist","","","2016"
"Israel United In Christ","Newark","New Jersey","","Black Separatist","","","2016"
"Israel United In Christ","Orlando","Florida","","Black Separatist","","","2016"
"Israel United In Christ","Phoenix","Arizona","","Black Separatist","","","2016"
"Israel United In Christ","Pittsburgh","Pennsylvania","","Black Separatist","","","2016"
"Israel United In Christ","San Antonio","Texas","","Black Separatist","","","2016"
"Israel United In Christ","St. Louis","Missouri","","Black Separatist","","","2016"
"Israel United In Christ","Tallahassee","Florida","","Black Separatist","","","2016"
"Israel United in Christ","Warr Acres","Oklahoma","","Black Separatist","","","2016"
"Israel United In Christ","Washington","District of Columbia","","Black Separatist","","","2016"
"Israel United In Christ","","Oregon","","Black Separatist","","Yes","2016"
"Israelite Church of God in Jesus Christ","Jersey City","New Jersey","","Black Separatist","","","2016"
"Israelite Church of God in Jesus Christ","Philadelphia","Pennsylvania","","Black Separatist","","","2016"
"The Israelite Church of God in Jesus Christ","Allentown","Pennsylvania","","Black Separatist","","","2016"
"The Israelite Church of God in Jesus Christ","Baltimore","Maryland","","Black Separatist","","","2016"
"The Israelite Church of God in Jesus Christ","Fort Myers","Florida","","Black Separatist","","","2016"
"The Israelite Church of God in Jesus Christ","Greensboro","North Carolina","","Black Separatist","","","2016"
"The Israelite Church of God in Jesus Christ","Miami","Florida","","Black Separatist","","","2016"
"The Israelite Church of God in Jesus Christ","Minneapolis","Minnesota","","Black Separatist","","","2016"
"The Israelite Church of God in Jesus Christ","New York","New York","","Black Separatist","","","2016"
"The Israelite Church of God in Jesus Christ","Oklahoma City","Oklahoma","","Black Separatist","","","2016"
"The Israelite Church of God in Jesus Christ","Omaha","Nebraska","","Black Separatist","","","2016"
"The Israelite Church of God in Jesus Christ","Orlando","Florida","","Black Separatist","","","2016"
"The Israelite Church of God in Jesus Christ","Pittsburgh","Pennsylvania","","Black Separatist","","","2016"
"The Israelite Church of God in Jesus Christ","Portland","Oregon","","Black Separatist","","","2016"
"The Israelite Church of God in Jesus Christ","Washington","District of Columbia","","Black Separatist","","","2016"
"The Israelite Church of God in Jesus Christ","West Palm Beach","Florida","","Black Separatist","","","2016"
"Israelite School of Universal Practical Knowledge","Atlanta","Georgia","","Black Separatist","","","2016"
"Israelite School of Universal Practical Knowledge","Baltimore","Maryland","","Black Separatist","","","2016"
"Israelite School of Universal Practical Knowledge","Chicago","Illinois","","Black Separatist","","","2016"
"Israelite School of Universal Practical Knowledge","Detroit","Michigan","","Black Separatist","","","2016"
"Israelite School of Universal Practical Knowledge","Indianapolis","Indiana","","Black Separatist","","","2016"
"Israelite School of Universal Practical Knowledge","Los Angeles","California","","Black Separatist","","","2016"
"Israelite School of Universal Practical Knowledge","Miami","Florida","","Black Separatist","","","2016"
"Israelite School of Universal Practical Knowledge","Minneapolis","Minnesota","","Black Separatist","","","2016"
"Israelite School of Universal Practical Knowledge","New York","New York","","Black Separatist","","","2016"
"Israelite School of Universal Practical Knowledge","Philadelphia","Pennsylvania","","Black Separatist","","","2016"
"Israelite School of Universal Practical Knowledge","Portland","Oregon","","Black Separatist","","","2016"
"Israelite School of Universal Practical Knowledge","Rialto","California","","Black Separatist","","","2016"
"Israelite School of Universal Practical Knowledge","Seattle","Washington","","Black Separatist","","","2016"
"Israelite School of Universal Practical Knowledge","St. Louis","Missouri","","Black Separatist","","","2016"
"Israelite School of Universal Practical Knowledge","Syracuse","New York","","Black Separatist","","","2016"
"Israelite School of Universal Practical Knowledge","Washington","District of Columbia","","Black Separatist","","","2016"
"Israelite School of Universal Practical Knowledge","","North Carolina","","Black Separatist","","Yes","2016"
"Israelite School of Universal Practical Knowledge","","Texas","","Black Separatist","","Yes","2016"
"Israelite School of Universal Practical Knowledge","","Oklahoma","","Black Separatist","","Yes","2016"
"Jamaat al-Muslimeen","Baltimore","Maryland","","General Hate","","","2016"
"Jewish Defense League","Los Angeles","California","","General Hate","","","2016"
"Jewish Task Force","Fresh Meadows","New York","","General Hate","","","2016"
"Jihad Watch","Sherman Oaks","California","","Anti-Muslim","","","2016"
"Keep South Dakota Safe PAC","Aberdeen","South Dakota","","Anti-Muslim","","","2016"
"Keystone State Skinheads","Harrisburg","Pennsylvania","","Racist Skinhead","","","2016"
"Keystone State Skinheads","Philadelphia","Pennsylvania","","Racist Skinhead","","","2016"
"Kingdom Identity Ministries","Harrison","Arkansas","Kingdom Identity Ministries ","Christian Identity","","","2016"
"Kinsman Redeemer Ministries","Alexandria","Kentucky","","Christian Identity","","","2016"
"Knights of the Ku Klux Klan","Harrison","Arkansas","Knights of the Ku Klux Klan","Ku Klux Klan","","","2016"
"Knights of the White Disciples","Hudson","Florida","","Ku Klux Klan","","","2016"
"Knights of the White Disciples","","North Carolina","","Ku Klux Klan","","Yes","2016"
"Ku Klos Knights of the KKK","Bally","Pennsylvania","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Battle Creek","Michigan","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Butler","Tennessee","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Cape Coral","Florida","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Chapel Hill","North Carolina","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Church Hill","Tennessee","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Erwin","Tennessee","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Gatesville","Texas","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Gurnee","Illinois","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Harrodsburg","Kentucky","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Hazel Green","Alabama","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Hempstead","New York","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Hendersonville","Tennessee","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Hixson","Tennessee","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Hudson","Florida","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Indianapolis","Indiana","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Knoxville","Tennessee","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Kokomo","Indiana","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Leakesville","Mississippi","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Lexington","Tennessee","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Meadville","Pennsylvania","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Memphis","Tennessee","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Muncie","Indiana","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Murfreesboro","Tennessee","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Oil City","Pennsylvania","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Sanford","North Carolina","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Springfield","Missouri","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Vance","Alabama","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","Wauchula","Florida","","Ku Klux Klan","","","2016"
"Ku Klos Knights of the KKK","","Illinois","","Ku Klux Klan","","Yes","2016"
"Ku Klos Knights of the KKK","","Texas","","Ku Klux Klan","","Yes","2016"
"Ku Klos Knights of the KKK","","Ohio","","Ku Klux Klan","","Yes","2016"
"Ku Klos Knights of the KKK","","Indiana","","Ku Klux Klan","","Yes","2016"
"Ku Klos Knights of the KKK","","Virginia","","Ku Klux Klan","","Yes","2016"
"Label 56","Nottingham","Maryland","","Hate Music","","","2016"
"League of the South","Aiken","South Carolina","League of the South","Neo-Confederate","","","2016"
"League of the South","Anniston","Alabama","League of the South","Neo-Confederate","","","2016"
"League of the South","Clements","Maryland","League of the South","Neo-Confederate","","","2016"
"League of the South","Conroe","Texas","League of the South","Neo-Confederate","","","2016"
"League of the South","Fort Mitchell","Kentucky","League of the South","Neo-Confederate","","","2016"
"League of the South","Harrison","Arkansas","League of the South","Neo-Confederate","","","2016"
"League of the South","Jacksonville","Florida","League of the South","Neo-Confederate","","","2016"
"League of the South","Killen","Alabama","League of the South","Neo-Confederate","","","2016"
"League of the South","La Porte","Texas","League of the South","Neo-Confederate","","","2016"
"League of the South","Lake City","Florida","League of the South","Neo-Confederate","","","2016"
"League of the South","Lobelville","Tennessee","League of the South","Neo-Confederate","","","2016"
"League of the South","Logansport","Louisiana","League of the South","Neo-Confederate","","","2016"
"League of the South","London","Kentucky","League of the South","Neo-Confederate","","","2016"
"League of the South","Macon","Georgia","League of the South","Neo-Confederate","","","2016"
"League of the South","Miami","Florida","League of the South","Neo-Confederate","","","2016"
"League of the South","Taylorsville","Kentucky","League of the South","Neo-Confederate","","","2016"
"League of the South","Tupelo","Mississippi","League of the South","Neo-Confederate","","","2016"
"League of the South","Tuscaloosa","Alabama","League of the South","Neo-Confederate","","","2016"
"League of the South","Waxahachie","Texas","League of the South","Neo-Confederate","","","2016"
"League of the South","West Plains","Missouri","League of the South","Neo-Confederate","","","2016"
"League of the South","Wetumpka","Alabama","League of the South","Neo-Confederate","","","2016"
"League of the South","Wilmington","North Carolina","League of the South","Neo-Confederate","","","2016"
"League of the South","Winchester","Virginia","League of the South","Neo-Confederate","","","2016"
"Legal Immigrants for America","Winter Springs","Florida","","Anti-Immigrant","","","2016"
"Liberty Counsel","Orlando","Florida","Liberty Counsel","Anti-LGBTQ","","","2016"
"Lincoln County Citizen Action Network","Fayetteville","Tennessee","","Anti-Muslim","","","2016"
"Lordship Church","Coeur d'Alene","Idaho","","General Hate","","","2016"
"Loyal White Knights of the KKK","Anaheim","California","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","Baton Rouge","Louisiana","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","Birmingham","Alabama","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","Canton","Georgia","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","Clay City","Illinois","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","Columbus","Ohio","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","Covington","Georgia","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","Cullman","Alabama","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","Dallas","Georgia","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","Danville","Virginia","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","Fort Worth","Texas","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","Hampton Bays","New York","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","Huntsville","Alabama","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","Jackson","Mississippi","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","Jacksonville","Florida","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","Mobile","Alabama","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","Montgomery","Alabama","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","Pelham","North Carolina","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","Richmond","Virginia","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","San Francisco","California","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","Trenton","Michigan","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","Valdosta","Georgia","","Ku Klux Klan","","","2016"
"Loyal White Knights of the KKK","","South Carolina","","Ku Klux Klan","","Yes","2016"
"Maine Resistance","Lewiston","Maine","","Anti-LGBTQ","","","2016"
"Mary Noel Kershaw Foundation","Lobelville","Tennessee","","Neo-Confederate","","","2016"
"Maryland State Skinheads","Baltimore","Maryland","","Racist Skinhead","","","2016"
"Masjid al Islam","Oakland","California","","General Hate","","","2016"
"Mass Resistance","Waltham","Massachusetts","","Anti-LGBTQ","","","2016"
"Mass Resistance","Torrance","California","","Anti-LGBTQ","","","2016"
"Mass Resistance","St. Louis","Missouri","","Anti-LGBTQ","","","2016"
"Mass Resistance","Yorktown","Virginia","","Anti-LGBTQ","","","2016"
"Micetrap Distribution","Maple Shade Township","New Jersey","","Hate Music","","","2016"
"Midland Hammerskins","Wichita","Kansas","","Racist Skinhead","","","2016"
"Midland hammerskins","","South Dakota","","Racist Skinhead","","Yes","2016"
"Militant Knights KKK","Alpena","Michigan","","Ku Klux Klan","","","2016"
"Militant Knights KKK","Dixonville","Pennsylvania","","Ku Klux Klan","","","2016"
"Militant Knights KKK","Flint","Texas","","Ku Klux Klan","","","2016"
"Militant Knights KKK","Gladeville","Tennessee","","Ku Klux Klan","","","2016"
"Militant Knights KKK","Minneapolis","Minnesota","","Ku Klux Klan","","","2016"
"Militant Knights KKK","","Maine","","Ku Klux Klan","","Yes","2016"
"Militant Knights KKK","","New Jersey","","Ku Klux Klan","","Yes","2016"
"Militant Knights KKK","","New York","","Ku Klux Klan","","Yes","2016"
"Militant Knights KKK","","Mississippi","","Ku Klux Klan","","Yes","2016"
"Militant Knights KKK","","Ohio","","Ku Klux Klan","","Yes","2016"
"Militant Knights KKK","","Alabama","","Ku Klux Klan","","Yes","2016"
"Militant Knights KKK","","Missouri","","Ku Klux Klan","","Yes","2016"
"Mission to Israel","Scottsbluff","Nebraska","","Christian Identity","","","2016"
"Mission: America","Columbus","Ohio","","Anti-LGBTQ","","","2016"
"Most Holy Family Monastery","Fillmore","New York","","Radical Traditional Catholicism","","","2016"
"MSR Productions","Wheat Ridge","Colorado","","Hate Music","","","2016"
"Nation of Islam","Akron","Ohio","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Atlanta","Georgia","Nation of Islam","Black Separatist","","","2016"
"Nation Of Islam","Augusta","Georgia","","Black Separatist","","","2016"
"Nation of Islam","Austin","Texas","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Baltimore","Maryland","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Baton Rouge","Louisiana","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Benton Harbor","Michigan","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Birmingham","Alabama","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Boston","Massachusetts","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Brooklyn","New York","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Brunswick","Georgia","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Buffalo","New York","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Camden","New Jersey","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Charleston","South Carolina","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Charlotte","North Carolina","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Chattanooga","Tennessee","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Chicago","Illinois","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Cleveland","Ohio","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Columbia","South Carolina","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Columbus","Ohio","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Columbus","Georgia","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Compton","California","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Dallas","Texas","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Dayton","Ohio","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Denver","Colorado","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Detroit","Michigan","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Durham","North Carolina","Nation of Islam","Black Separatist","","","2016"
"Nation Of Islam","East Saint Louis","Illinois","","Black Separatist","","","2016"
"Nation of Islam","Fort Lauderdale","Florida","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Fort Worth","Texas","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Gainesville","Florida","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Grand Rapids","Michigan","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Greensboro","North Carolina","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Greenville","South Carolina","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Harlem","New York","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Harrisburg","Pennsylvania","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Holly Springs","Mississippi","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Houston","Texas","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Huntsville","Alabama","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Indianapolis","Indiana","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Kansas City","Missouri","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Lexington","Kentucky","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Los Angeles","California","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Louisville","Kentucky","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Memphis","Tennessee","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Miami","Florida","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Milwaukee","Wisconsin","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Mobile","Alabama","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Monroe","Louisiana","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Montgomery","Alabama","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","New Brunswick","New Jersey","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","New Orleans","Louisiana","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Newark","New Jersey","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Norfolk","Virginia","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Oakland","California","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Pensacola","Florida","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Philadelphia","Pennsylvania","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Phoenix","Arizona","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Pine Bluff","Arkansas","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Pine Hills","Florida","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Pittsburgh","Pennsylvania","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Plainfield","New Jersey","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Raleigh","North Carolina","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Rialto","California","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Richmond","Virginia","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Rochester","New York","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Rockford","Illinois","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Saint Petersburg","Florida","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","San Diego","California","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Shreveport","Louisiana","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Southaven","Mississippi","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Springfield","Massachusetts","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","St. Louis","Missouri","Nation of Islam","Black Separatist","","","2016"
"Nation Of Islam","Stockton","California","","Black Separatist","","","2016"
"Nation of Islam","Tampa","Florida","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Texarkana","Texas","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Tulsa","Oklahoma","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Washington","District of Columbia","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Willingboro","New Jersey","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Wilmington","Delaware","Nation of Islam","Black Separatist","","","2016"
"Nation of Islam","Winston-Salem","North Carolina","Nation of Islam","Black Separatist","","","2016"
"National Alliance","Hillsboro","West Virginia","National Alliance","Neo-Nazi","","","2016"
"National Alliance","Laurel Bloomery","Tennessee","National Alliance","Neo-Nazi","","","2016"
"National Alliance Reform and Restoration Group","Carson City","Nevada","National Alliance","Neo-Nazi","","","2016"
"National Coalition for Immigration Reform (formerly California Coalition for Immigration Reform)","Huntington Beach","California","","Anti-Immigrant","","","2016"
"National Policy Institute","Arlington","Virginia","","White Nationalist","","","2016"
"National Policy Institute","Whitefish","Montana","","White Nationalist","","","2016"
"National Prayer Network","Clackamas","Oregon","","General Hate","","","2016"
"National Socialist German Workers Party","Lincoln","Nebraska","","Neo-Nazi","","","2016"
"National Socialist Movement","Detroit","Michigan","National Socialist Movement","Neo-Nazi","","","2016"
"National Socialist Movement","Tucson","Arizona","National Socialist Movement","Neo-Nazi","","","2016"
"National Socialist Movement","","Kentucky","National Socialist Movement","Neo-Nazi","","Yes","2016"
"National Socialist Movement","","Pennsylvania","National Socialist Movement","Neo-Nazi","","Yes","2016"
"National Socialist Movement","","Texas","National Socialist Movement","Neo-Nazi","","Yes","2016"
"National Socialist Movement","","Iowa","National Socialist Movement","Neo-Nazi","","Yes","2016"
"National Socialist Movement","","New Jersey","National Socialist Movement","Neo-Nazi","","Yes","2016"
"National Socialist Movement","","Maryland","National Socialist Movement","Neo-Nazi","","Yes","2016"
"National Socialist Movement","","Louisiana","National Socialist Movement","Neo-Nazi","","Yes","2016"
"National Socialist Movement","","Alabama","National Socialist Movement","Neo-Nazi","","Yes","2016"
"National Socialist Movement","","Georgia","National Socialist Movement","Neo-Nazi","","Yes","2016"
"National Socialist Movement","","Florida","National Socialist Movement","Neo-Nazi","","Yes","2016"
"National Socialist Movement","","Oregon","National Socialist Movement","Neo-Nazi","","Yes","2016"
"National Socialist Movement","","New York","National Socialist Movement","Neo-Nazi","","Yes","2016"
"National Socialist Movement","","Connecticut","National Socialist Movement","Neo-Nazi","","Yes","2016"
"National Socialist Movement","","Colorado","National Socialist Movement","Neo-Nazi","","Yes","2016"
"National Socialist Movement","","Delaware","National Socialist Movement","Neo-Nazi","","Yes","2016"
"National Socialist Movement","","Ohio","National Socialist Movement","Neo-Nazi","","Yes","2016"
"National Socialist Movement","","Tennessee","National Socialist Movement","Neo-Nazi","","Yes","2016"
"National Socialist Movement","","Utah","National Socialist Movement","Neo-Nazi","","Yes","2016"
"National Socialist Movement","","Mississippi","National Socialist Movement","Neo-Nazi","","Yes","2016"
"National Socialist Movement","","Wyoming","National Socialist Movement","Neo-Nazi","","Yes","2016"
"New Black Panther Party","Atlanta","Georgia","New Black Panther Party","Black Separatist","","","2016"
"New Black Panther Party","Augusta","Georgia","New Black Panther Party","Black Separatist","","","2016"
"New Black Panther Party","Dallas","Texas","New Black Panther Party","Black Separatist","","","2016"
"New Black Panther Party","Dayton","Ohio","New Black Panther Party","Black Separatist","","","2016"
"New Black Panther Party","Hattiesburg","Mississippi","New Black Panther Party","Black Separatist","","","2016"
"New Black Panther Party","Houston","Texas","New Black Panther Party","Black Separatist","","","2016"
"New Black Panther Party","Jacksonville","Florida","New Black Panther Party","Black Separatist","","","2016"
"New Black Panther Party","Los Angeles","California","New Black Panther Party","Black Separatist","","","2016"
"New Black Panther Party","Louisville","Kentucky","New Black Panther Party","Black Separatist","","","2016"
"New Black Panther Party","Miami","Florida","New Black Panther Party","Black Separatist","","","2016"
"New Black Panther Party","Nashville","Tennessee","New Black Panther Party","Black Separatist","","","2016"
"New Black Panther Party","Newark","New Jersey","New Black Panther Party","Black Separatist","","","2016"
"New Black Panther Party","Springfield","Illinois","New Black Panther Party","Black Separatist","","","2016"
"New Black Panther Party","St. Louis","Missouri","New Black Panther Party","Black Separatist","","","2016"
"New Black Panther Party","Tallahassee","Florida","New Black Panther Party","Black Separatist","","","2016"
"New Black Panther Party","Tampa","Florida","New Black Panther Party","Black Separatist","","","2016"
"New Black Panther Party","Tomball","Texas","New Black Panther Party","Black Separatist","","","2016"
"New Black Panther Party","Virginia Beach","Virginia","New Black Panther Party","Black Separatist","","","2016"
"New Black Panther Party","Washington","District of Columbia","New Black Panther Party","Black Separatist","","","2016"
"New Black Panther Party","Waycross","Georgia","New Black Panther Party","Black Separatist","","","2016"
"New Black Panther Party for Self Defense","New Haven","Connecticut","","Black Separatist","","","2016"
"New Black Panther Party for Self Defense","Stone Mountain","Georgia","","Black Separatist","","","2016"
"New Black Panther Party for Self Defense","Tampa","Florida","","Black Separatist","","","2016"
"New Order","Milwaukee","Wisconsin","","Neo-Nazi","","","2016"
"New Yorkers for Immigration Control and Enforcement (NYICE)","New York","New York","","Anti-Immigrant","","","2016"
"Noble Breed Kindred","","California","","Neo-Nazi","","Yes","2016"
"Non-Universal Teaching Ministries/Christogenea","Fostoria","Ohio","","Christian Identity","","","2016"
"Nordic Order Knights of the Ku Klux Klan","Dawson Springs","Kentucky","","Ku Klux Klan","","","2016"
"Nordic Order Knights of the Ku Klux Klan","","Alabama","","Ku Klux Klan","","Yes","2016"
"North Mississippi White Knights Of The Ku Klux Klan","Tupelo","Mississippi","","Ku Klux Klan","","","2016"
"Northern Hammerskins","Chicago","Illinois","","Racist Skinhead","","","2016"
"Northern Hammerskins","Detroit","Michigan","","Racist Skinhead","","","2016"
"Northwest Front","Bremerton","Washington","","White Nationalist","","","2016"
"Northwest Hammerskins","","Washington","","Racist Skinhead","","Yes","2016"
"Northwest Hammerskins","","Idaho","","Racist Skinhead","","Yes","2016"
"Northwest Hammerskins","","Oregon","","Racist Skinhead","","Yes","2016"
"NS Publications","Wyandotte","Michigan","","Neo-Nazi","","","2016"
"NSM88 Records","Detroit","Michigan","","Hate Music","","","2016"
"Occidental Dissent","Eufaula","Alabama","","White Nationalist","","","2016"
"Occidental Observer","Laguna Hills","California","","White Nationalist","","","2016"
"Occidental Quarterly/Charles Martel Society","Atlanta","Georgia","Occidental Quarterly","White Nationalist","","","2016"
"Official Street Preachers","Los Angeles","California","","General Hate","","","2016"
"Old Dominion Knights of the Ku Klux Klan","","Virginia","","Ku Klux Klan","","Yes","2016"
"Old Glory Knights of the Ku Klux Klan","Vincent","Ohio","","Ku Klux Klan","","","2016"
"OMNI Christian Book Club","Palmdale","California","","Radical Traditional Catholicism","","","2016"
"Original Knight Riders Knights of the KKK","Beckley","West Virginia","","Ku Klux Klan","","","2016"
"Our Place Fellowship","Colville","Washington","","Christian Identity","","","2016"
