"Title","City","State","Group","Ideology","Headquarters","Statewide","Year"
"ACT for America","St. Louis","Missouri","ACT for America ","Anti-Muslim","","","2016"
"ACT for America","Ste. Genevieve","Missouri","ACT for America ","Anti-Muslim","","","2016"
"ACT for America","Tucson","Arizona","ACT for America ","Anti-Muslim","","","2016"
"ACT for America","Twin Falls","Idaho","ACT for America ","Anti-Muslim","","","2016"
"ACT for America","Virginia Beach","Virginia","ACT for America ","Anti-Muslim","","","2016"
"ACT for America","Whitehall","Montana","ACT for America ","Anti-Muslim","","","2016"
"ACT for America","","Florida","ACT for America ","Anti-Muslim","","Yes","2016"
"ACT for America","","New York","ACT for America ","Anti-Muslim","","Yes","2016"
"ACT for America","","Connecticut","ACT for America ","Anti-Muslim","","Yes","2016"
"ACT for America","","Colorado","ACT for America ","Anti-Muslim","","Yes","2016"
"ACT for America","","Washington","ACT for America ","Anti-Muslim","","Yes","2016"
"ACT for America","","Montana","ACT for America ","Anti-Muslim","","Yes","2016"
"ACT for America","","Montana","ACT for America ","Anti-Muslim","","Yes","2016"
"ACTBAC NC","Snow Camp","North Carolina","","Neo-Confederate","","","2016"
"Active Democracy","Washington","District of Columbia","","General Hate","","","2016"
"Aggressive Christianity","Berino","New Mexico","","General Hate","","","2016"
"Aggressive Christianity","Fence Lake","New Mexico","","General Hate","","","2016"
"All Eyes On Egipt Bookstore","Chicago","Illinois","","Black Separatist","","","2016"
"All Eyes on Egipt Bookstore","Cleveland","Ohio","","Black Separatist","","","2016"
"All Eyes on Egipt Bookstore","Decatur","Georgia","","Black Separatist","","","2016"
"All Eyes on Egipt Bookstore","Detroit","Michigan","","Black Separatist","","","2016"
"All Eyes on Egipt Bookstore","Dorchester","Massachusetts","","Black Separatist","","","2016"
"All Eyes on Egipt Bookstore","Monticello","Georgia","","Black Separatist","","","2016"
"All Eyes on Egipt Bookstore","Orlando","Florida","","Black Separatist","","","2016"
"All Eyes On Egipt Bookstore","Brooklyn","New York","","Black Separatist","","","2016"
"All Eyes On Egypt Bookstore","Macon","Georgia","","Black Separatist","","","2016"
"Alliance Defending Freedom","Scottsdale","Arizona","Alliance Defending Freedom","Anti-LGBTQ","","","2016"
"Alternative Right","Atlanta","Georgia","","White Nationalist","","","2016"
"Altra Firearms","Jackson Center","Pennsylvania","","Anti-Muslim","","","2016"
"America First Committee","Lyons","Illinois","","Neo-Nazi","","","2016"
"America's Promise Ministries","Sandpoint","Idaho","America's Promise Ministries","Christian Identity","","","2016"
"American Border Patrol","Sierra Vista","Arizona","American Border Patrol/American Patrol","Anti-Immigrant","","","2016"
"American Clarion","Rapid City","South Dakota","","General Hate","","","2016"
"American College of Pediatricians","Gainesville","Florida","American College of Pediatricians","Anti-LGBTQ","","","2016"
"American Constitution Center","Nashville","Tennessee","","Anti-Muslim","","","2016"
"American Defense Records","Lexington","Kentucky","","Hate Music","","","2016"
"American Eagle Party","Gatlinburg","Tennessee","","White Nationalist","","","2016"
"American Family Association","Franklin","Pennsylvania","American Family Association","Anti-LGBTQ","","","2016"
"American Family Association","Tupelo","Mississippi","American Family Association","Anti-LGBTQ","","","2016"
"American Free Press","Washington","District of Columbia","","General Hate","","","2016"
"American Freedom Alliance","Los Angeles","California","","Anti-Muslim","","","2016"
"American Freedom Defense Initiative","New York","New York","","Anti-Muslim","","","2016"
"American Freedom Law Center","Ann Arbor","Michigan","","Anti-Muslim","","","2016"
"American Freedom Party","Granbury","Texas","American Freedom Party","White Nationalist","","","2016"
"American Freedom Party","Grand Forks","North Dakota","American Freedom Party","White Nationalist","","","2016"
"American Freedom Party","Lakewood Ranch","Florida","American Freedom Party","White Nationalist","","","2016"
"American Freedom Party","Los Angeles","California","American Freedom Party","White Nationalist","","","2016"
"American Freedom Party","New York","New York","American Freedom Party","White Nationalist","","","2016"
"American Freedom Party","","Montana","American Freedom Party","White Nationalist","","Yes","2016"
"American Freedom Party","","Indiana","American Freedom Party","White Nationalist","","Yes","2016"
"American Freedom Union","Hampton Township","Pennsylvania","","White Nationalist","","","2016"
"American Front","","Oregon","","Racist Skinhead","","Yes","2016"
"American Front","","Washington","","Racist Skinhead","","Yes","2016"
"American Immigration Control Foundation/Americans for Immigration Control","Monterey","Virginia","","Anti-Immigrant","","","2016"
"American Nazi Party","Westland","Michigan","","Neo-Nazi","","","2016"
"American Nazi Party","","California","","Neo-Nazi","","Yes","2016"
"American Nazi Party","","West Virginia","","Neo-Nazi","","Yes","2016"
"American Renaissance/New Century Foundation","Oakton","Virginia","American Renaissance","White Nationalist","","","2016"
"American Security Rally of Montana","Helena","Montana","","Anti-Muslim","","","2016"
"American Vanguard","Bremerton","Washington","","White Nationalist","","","2016"
"American Vanguard","Huntington Beach","California","","White Nationalist","","","2016"
"American Vanguard","Orlando","Florida","","White Nationalist","","","2016"
"American Vanguard","","Pennsylvania","","White Nationalist","","Yes","2016"
"American Vanguard","","Utah","","White Nationalist","","Yes","2016"
"American Vanguard","","Ohio","","White Nationalist","","Yes","2016"
"American Vanguard","","Missouri","","White Nationalist","","Yes","2016"
"American Vanguard","","Texas","","White Nationalist","","Yes","2016"
"American Vanguard","","Virginia","","White Nationalist","","Yes","2016"
"American Vanguard","","California","","White Nationalist","","Yes","2016"
"American Vanguard","","Nebraska","","White Nationalist","","Yes","2016"
"American Vanguard","","Arizona","","White Nationalist","","Yes","2016"
"American Vikings","Indianapolis","Indiana","","Racist Skinhead","","","2016"
"American Vision","Powder Springs","Georgia","","Anti-LGBTQ","","","2016"
"Americans for Legal Immigration (ALIPAC)","Raleigh","North Carolina","","Anti-Immigrant","","","2016"
"Americans for Truth About Homosexuality","Naperville","Illinois","","Anti-LGBTQ","","","2016"
"Aryan Nations","Converse","Louisiana","","Neo-Nazi","","","2016"
"Aryan Nations Sadistic Souls MC","Grovespring","Missouri","Aryan Nations","Neo-Nazi","","","2016"
"Aryan Nations Sadistic Souls MC","Taylorville","Illinois","Aryan Nations","Neo-Nazi","","","2016"
"Aryan Nations Sadistic Souls MC","Wood River","Illinois","Aryan Nations","Neo-Nazi","","","2016"
"Aryan Nations Sadistic Souls MC","","Oklahoma","Aryan Nations","Neo-Nazi","","Yes","2016"
"Aryan Nations Sadistic Souls MC","","Tennessee","Aryan Nations","Neo-Nazi","","Yes","2016"
"Aryan Nations Sadistic Souls MC","","Wisconsin","Aryan Nations","Neo-Nazi","","Yes","2016"
"Aryan Nations Sadistic Souls MC","","Alabama","Aryan Nations","Neo-Nazi","","Yes","2016"
"Aryan Nations Sadistic Souls MC","","Ohio","Aryan Nations","Neo-Nazi","","Yes","2016"
"Aryan Nations Sadistic Souls MC","Canton","Illinois","","Neo-Nazi","","","2016"
"Aryan Nations Worldwide","Villa Rica","Georgia","Aryan Nations","Neo-Nazi","","","2016"
"Aryan Renaissance Society","New York","New York","","Neo-Nazi","","","2016"
"Aryan Renaissance Society","","Tennessee","","Neo-Nazi","","Yes","2016"
"Aryan Renaissance Society","","Texas","","Neo-Nazi","","Yes","2016"
"Aryan Strikeforce","Phillipsburg","New Jersey","","Racist Skinhead","","","2016"
"Aryan Strikeforce","","Virginia","","Racist Skinhead","","Yes","2016"
"Aryan Strikeforce","","New York","","Racist Skinhead","","Yes","2016"
"Aryan Strikeforce","","Pennsylvania","","Racist Skinhead","","Yes","2016"
"Aryan Strikeforce","","West Virginia","","Racist Skinhead","","Yes","2016"
"Aryan Strikeforce","","Colorado","","Racist Skinhead","","Yes","2016"
"Aryan Strikeforce","","Missouri","","Racist Skinhead","","Yes","2016"
"Aryan Strikeforce","","Massachusetts","","Racist Skinhead","","Yes","2016"
"Aryan Strikeforce","","Arkansas","","Racist Skinhead","","Yes","2016"
"Aryan Strikeforce","","Tennessee","","Racist Skinhead","","Yes","2016"
"Aryan Strikeforce","","Ohio","","Racist Skinhead","","Yes","2016"
"Aryan Strikeforce","","Kentucky","","Racist Skinhead","","Yes","2016"
"As-Sabiqun","Los Angeles","California","","General Hate","","","2016"
"As-Sabiqun","Oakland","California","","General Hate","","","2016"
"As-Sabiqun","Philadelphia","Pennsylvania","","General Hate","","","2016"
"As-Sabiqun","Sacramento","California","","General Hate","","","2016"
"As-Sabiqun","San Diego","California","","General Hate","","","2016"
"As-Sabiqun","Washington","District of Columbia","","General Hate","","","2016"
"ATLAH World Missionary Church (All The Land Anointed Holy)","New York","New York","","Anti-LGBTQ","","","2016"
"Atomwaffen Division","San Antonio","Texas","","Neo-Nazi","","","2016"
"Bare Naked Islam","Marina del Rey","California","","Anti-Muslim","","","2016"
"Barnes Review/Foundation for Economic Liberty, Inc.","Upper Marlboro","Maryland","Barnes Review/Foundation for Economic Liberty, Inc.","Holocaust Denial","","","2016"
"Be Active Front USA","","Pennsylvania","","Racist Skinhead","","Yes","2016"
"Be Active Front USA","","Maryland","","Racist Skinhead","","Yes","2016"
"Behold Barbarity Records & Distro","Plymouth","Minnesota","","Hate Music","","","2016"
"Bill Keller Ministries","St. Petersburg","Florida","","General Hate","","","2016"
"Black Riders Liberation Party","Chicago","Illinois","","Black Separatist","","","2016"
"Black Riders Liberation Party","Detroit","Michigan","","Black Separatist","","","2016"
"Black Riders Liberation Party","Los Angeles","California","","Black Separatist","","","2016"
"Black Riders Liberation Party","Miami","Florida","","Black Separatist","","","2016"
"Black Riders Liberation Party","New York","New York","","Black Separatist","","","2016"
"Black Riders Liberation Party","Oakland","California","","Black Separatist","","","2016"
"Black Riders Liberation Party","Portland","Oregon","","Black Separatist","","","2016"
"Black Riders Liberation Party","San Diego","California","","Black Separatist","","","2016"
"Black Riders Liberation Party","","Virginia","","Black Separatist","","Yes","2016"
"Blood and Honour America Division","","Washington","Blood & Honour","Racist Skinhead","","Yes","2016"
"Blood and Honour Social Club","Greensboro","North Carolina","Blood & Honour","Racist Skinhead","","","2016"
"Blood and Honour Social Club","New York","New York","Blood & Honour","Racist Skinhead","","","2016"
"Blood and Honour Social Club","","Ohio","Blood & Honour","Racist Skinhead","","Yes","2016"
"Blood and Honour Social Club","","Pennsylvania","Blood & Honour","Racist Skinhead","","Yes","2016"
"Blood and Honour Social Club","","Indiana","Blood & Honour","Racist Skinhead","","Yes","2016"
"Blood and Honour Social Club","","Georgia","Blood & Honour","Racist Skinhead","","Yes","2016"
"Bob's Underground Graduate Seminar/BUGS","Columbia","South Carolina","","White Nationalist","","","2016"
"Bomb Islam","Phoenix","Arizona","","Anti-Muslim","","","2016"
"Borderkeepers of Alabama","Birmingham","Alabama","","Anti-Immigrant","","","2016"
"Bosch Fawstin","New York","New York","","Anti-Muslim","","","2016"
"The Brother Nathanael Foundation","Frisco","Colorado","","General Hate","","","2016"
"Bureau on American Islamic Relations","Irving","Texas","","Anti-Muslim","","","2016"
"California Skinheads","","California","","Racist Skinhead","","Yes","2016"
"Californians for Population Stabilization","Santa Barbara","California","","Anti-Immigrant","","","2016"
"Campaign for Radical Truth in History","Coeur d'Alene","Idaho","","Holocaust Denial","","","2016"
"The Campus Ministry USA","Terre Haute","Indiana","","Anti-LGBTQ","","","2016"
"carolynyeager.net","Kerrville","Texas","","Holocaust Denial","","","2016"
"Catholic Counterpoint","Broomall","Pennsylvania","","Radical Traditional Catholicism","","","2016"
"Catholic Family News/Catholic Family Ministries, Inc.","Niagara Falls","New York","","Radical Traditional Catholicism","","","2016"
"Center for Family and Human Rights (C-FAM)","New York","New York","","Anti-LGBTQ","","","2016"
"Center for Family and Human Rights (C-FAM)","Washington","District of Columbia","","Anti-LGBTQ","","","2016"
"Center for Immigration Studies","Washington","District of Columbia","Center for Immigration Studies","Anti-Immigrant","","","2016"
"Center for Perpetual Diversity","Arlington","Virginia","","White Nationalist","","","2016"
"Center for Security Policy","Washington","District of Columbia","Center for Security Policy","Anti-Muslim","","","2016"
"Chalcedon Foundation","Vallecito","California","","Anti-LGBTQ","","","2016"
"Chick Publications","Ontario","California","","General Hate","","","2016"
"Christ or Chaos","West Chester","Ohio","","Radical Traditional Catholicism","","","2016"
"Christian Action Network","Forest","Virginia","","Anti-Muslim","","","2016"
"Christian American Knights of the Ku Klux Klan","Bushnell","Florida","","Ku Klux Klan","","","2016"
"Christian American Knights of the Ku Klux Klan","Cocoa","Florida","","Ku Klux Klan","","","2016"
"Christian American Knights of the Ku Klux Klan","Hoxie","Arkansas","","Ku Klux Klan","","","2016"
"Christian America Ministries","Greensburg","Louisiana","","Christian Identity","","","2016"
"Christian Anti-Defamation Commission","Vista","California","","General Hate","","","2016"
"Christian Revival Center","Harrison","Arkansas","","Christian Identity","","","2016"
"Church of Israel","Schell City","Missouri","","Christian Identity","","","2016"
"Church of the National Knights of the Ku Klux Klan","Horn Lake","Mississippi","Church of the National Knights of the Ku Klux Klan","Ku Klux Klan","","","2016"
"Church of the National Knights of the Ku Klux Klan","Panama","New York","Church of the National Knights of the Ku Klux Klan","Ku Klux Klan","","","2016"
"Church of the National Knights of the Ku Klux Klan","","North Carolina","Church of the National Knights of the Ku Klux Klan","Ku Klux Klan","","Yes","2016"
"Church of the National Knights of the Ku Klux Klan","","Kentucky","Church of the National Knights of the Ku Klux Klan","Ku Klux Klan","","Yes","2016"
"Citizen Warrior","Nashville","Tennessee","","Anti-Muslim","","","2016"
"Citizens for Community Values","Cincinnati","Ohio","","Anti-LGBTQ","","","2016"
"Citizens for National Security","Boca Raton","Florida","","Anti-Muslim","","","2016"
"Clarion Project","Washington","District of Columbia","","Anti-Muslim","","","2016"
"Colorado Alliance for Immigration Reform","Lakewood","Colorado","","Anti-Immigrant","","","2016"
"Committee for Open Debate on the Holocaust","San Diego","California","","Holocaust Denial","","","2016"
"Committee for Open Debate on the Holocaust","York","Pennsylvania","","Holocaust Denial","","","2016"
"Committee to End the CSI Refugee Center","Buhl","Idaho","","Anti-Muslim","","","2016"
"Concerned Citizens and Friends of Illegal Immigration Law Enforcement","Framingham","Massachusetts","","General Hate","","","2016"
"Confederate Hammerskins","Nashville","Tennessee","","Racist Skinhead","","","2016"
"Confederate Hammerskins","","North Carolina","","Racist Skinhead","","Yes","2016"
"Confederate Hammerskins","","Georgia","","Racist Skinhead","","Yes","2016"
"Confederate Hammerskins","","Florida","","Racist Skinhead","","Yes","2016"
"Confederate Hammerskins","","Virginia","","Racist Skinhead","","Yes","2016"
"Confederate White Knights of the Ku Klux Klan","Auburn","Indiana","","Ku Klux Klan","","","2016"
"Confederate White Knights of the Ku Klux Klan","Greenwood","Arkansas","","Ku Klux Klan","","","2016"
"Confederate White Knights of the Ku Klux Klan","Madison","Indiana","","Ku Klux Klan","","","2016"
"Confederate White Knights of the Ku Klux Klan","Morehead","Kentucky","","Ku Klux Klan","","","2016"
"Confederate White Knights of the Ku Klux Klan","Richmond","Virginia","","Ku Klux Klan","","","2016"
"Confederate White Knights of the Ku Klux Klan","Rosedale","Maryland","","Ku Klux Klan","","","2016"
"Confederate White Knights of the Ku Klux Klan","Saint Martinville","Louisiana","","Ku Klux Klan","","","2016"
"Confederate White Knights of the Ku Klux Klan","Sikeston","Missouri","","Ku Klux Klan","","","2016"
"Confederate White Knights of the Ku Klux Klan","Toms River","New Jersey","","Ku Klux Klan","","","2016"
"Confederate White Knights of the Ku Klux Klan","Vale","North Carolina","","Ku Klux Klan","","","2016"
"Confederate White Knights of the Ku Klux Klan","Walterboro","South Carolina","","Ku Klux Klan","","","2016"
"Conservative Citizens Foundation, Inc.","Bridgeton","Missouri","Council of Conservative Citizens","White Nationalist","","","2016"
"Conservative Republicans of Texas","Houston","Texas","","Anti-LGBTQ","","","2016"
"Council of Conservative Citizens","Eufaula","Alabama","Council of Conservative Citizens","White Nationalist","","","2016"
"Council of Conservative Citizens","Franklin","Tennessee","Council of Conservative Citizens","White Nationalist","","","2016"
"Council of Conservative Citizens","New York","New York","Council of Conservative Citizens","White Nationalist","","","2016"
"Council of Conservative Citizens","Silver Spring","Maryland","Council of Conservative Citizens","White Nationalist","","","2016"
"Council of Conservative Citizens","St. Louis","Missouri","Council of Conservative Citizens","White Nationalist","","","2016"
"Counter Jihad Coalition","Santa Monica","California","","Anti-Muslim","","","2016"
"Counter-Currents Publishing","New York","New York","","White Nationalist","","","2016"
"Counter-Currents Publishing","San Francisco","California","","White Nationalist","","","2016"
"Counter-Currents Publishing","Seattle","Washington","","White Nationalist","","","2016"
"Covenant People's Ministry","Brooks","Georgia","","Christian Identity","","","2016"
"The Creativity Movement","Bloomington","Illinois","","Neo-Nazi","","","2016"
"Crew 38","Chicago","Illinois","","Racist Skinhead","","","2016"
"Crew 38","Wichita","Kansas","","Racist Skinhead","","","2016"
"Crew 38","","Idaho","","Racist Skinhead","","Yes","2016"
"Crew 38","","New Hampshire","","Racist Skinhead","","Yes","2016"
"Crew 38","","Virginia","","Racist Skinhead","","Yes","2016"
"Crew 38","","Florida","","Racist Skinhead","","Yes","2016"
"Crew 38","","Tennessee","","Racist Skinhead","","Yes","2016"
"Crew 38","","Maine","","Racist Skinhead","","Yes","2016"
"Crew 38","","California","","Racist Skinhead","","Yes","2016"
"Crew 38","","Maryland","","Racist Skinhead","","Yes","2016"
"Crew 38","","Georgia","","Racist Skinhead","","Yes","2016"
"Crew 38","","Washington","","Racist Skinhead","","Yes","2016"
"Crew 38","","Kentucky","","Racist Skinhead","","Yes","2016"
"Crew 38","","North Carolina","","Racist Skinhead","","Yes","2016"
"Cultural Studies Press","New York","New York","","General Hate","","","2016"
"Culture Wars/Fidelity Press","South Bend","Indiana","","Radical Traditional Catholicism","","","2016"
"D. James Kennedy Ministries (formerly Truth in Action)","Fort Lauderdale","Florida","","Anti-LGBTQ","","","2016"
"David Horowitz Freedom Center","Los Angeles","California","","Anti-Muslim","","","2016"
"Deir Yassin Remembered","Ann Arbor","Michigan","","Holocaust Denial","","","2016"
"Deir Yassin Remembered","Geneva","New York","","Holocaust Denial","","","2016"
"Divine International Church of the Web","Morton","Illinois","","Christian Identity","","","2016"
"Divine Truth Ministries","Bainbridge","Ohio","","Christian Identity","","","2016"
"Divine Truth Ministries","","Arkansas","","Christian Identity","","Yes","2016"
"Dixie Republic","Travelers Rest","South Carolina","","Neo-Confederate","","","2016"
"East Coast Knights of the True Invisible Empire","Annapolis","Maryland","","Ku Klux Klan","","","2016"
"East Coast Knights of the True Invisible Empire","Girardville","Pennsylvania","","Ku Klux Klan","","","2016"
"East Coast Knights of the True Invisible Empire","Nassau","Delaware","","Ku Klux Klan","","","2016"
"East Coast Knights of the True Invisible Empire","Venus","Texas","","Ku Klux Klan","","","2016"
"East Coast Knights of the True Invisible Empire","","North Carolina","","Ku Klux Klan","","Yes","2016"
"Eastern Hammerskins","","New Hampshire","","Racist Skinhead","","Yes","2016"
"Einherjar's Honor Wotansvolk","","Virginia","","Neo-Nazi","","Yes","2016"
"Endangered Souls RC/Crew 519","","Idaho","","Neo-Nazi","","Yes","2016"
"Endangered Souls RC/Crew 519","","Florida","","Neo-Nazi","","Yes","2016"
"Euro Folk Radio","Chicago","Illinois","","Christian Identity","","","2016"
"European American Action Coalition","Pittston","Pennsylvania","","White Nationalist","","","2016"
"European American Front","Baldwyn","Mississippi","","White Nationalist","","","2016"
"European-American Evangelistic Crusades","Sheridan","California","","General Hate","","","2016"
"Faith and Heritage","Killeen","Texas","","White Nationalist","","","2016"
"Faith Baptist Church (formerly Sons of Thundr)","Greenville","Georgia","","Anti-LGBTQ","","","2016"
"Faith Freedom","Bellevue","Washington","","Anti-Muslim","","","2016"
"Faith2Action","North Royalton","Ohio","","Anti-LGBTQ","","","2016"
"Faithful Word Baptist Church","Tempe","Arizona","","Anti-LGBTQ","","","2016"
"Family Research Council","Washington","District of Columbia","Family Research Council","Anti-LGBTQ","","","2016"
"Family Research Institute","Colorado Springs","Colorado","","Anti-LGBTQ","","","2016"
"Family Security Matters","Washington","District of Columbia","Family Security Matters","Anti-Muslim","","","2016"
"Family Watch International","Gilbert","Arizona","Family Watch International","Anti-LGBTQ","","","2016"
"The Fatima Crusader","Constable","New York","","Radical Traditional Catholicism","","","2016"
"Federation for American Immigration Reform","Washington","District of Columbia","Federation for American Immigration Reform","Anti-Immigrant","","","2016"
"Fellowship of God's Covenant People","Union","Kentucky","","Christian Identity","","","2016"
"Firm 22","New York","New York","","Racist Skinhead","","","2016"
"Firm 22","","Indiana","","Racist Skinhead","","Yes","2016"
"Firm 22","","Washington","","Racist Skinhead","","Yes","2016"
"Firm 22","","Florida","","Racist Skinhead","","Yes","2016"
"The Fitzgerald Griffin Foundation","Vienna","Virginia","","White Nationalist","","","2016"
"Fortress of Faith","Bellingham","Washington","","Anti-Muslim","","","2016"
"Forza Nuova","Phoenix","Arizona","","White Nationalist","","","2016"
"Forza Nuova","","New Jersey","","White Nationalist","","Yes","2016"
"Foundation for Advocating Christian Truth","","New York","","Anti-Muslim","","Yes","2016"
"Foundation for the Marketplace of Ideas","Clinton Township","Michigan","","White Nationalist","","","2016"
"Free American","Tucson","Arizona","","White Nationalist","","","2016"
"FreeMississippi","Perkinston","Mississippi","","Neo-Confederate","","","2016"
"Fundamentalist Latter Day Saints","Colorado City","Arizona","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate","","","2016"
"Fundamentalist Latter Day Saints","Hildale","Utah","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate","","","2016"
"Fundamentalist Latter Day Saints","Pringle","South Dakota","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate","","","2016"
"Fundamentalist Latter Day Saints","","South Dakota","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate","","Yes","2016"
"Gallows Tree Wotansvolk Alliance","Grand Rapids","Michigan","","Neo-Volkisch","","","2016"
"Gallows Tree Wotansvolk Alliance","","Massachusetts","","Neo-Volkisch","","Yes","2016"
"Gallows Tree Wotansvolk Alliance","","Rhode Island","","Neo-Volkisch","","Yes","2016"
"Gallows Tree Wotansvolk Alliance","","California","","Neo-Volkisch","","Yes","2016"
"Gallows Tree Wotansvolk Alliance","","Indiana","","Neo-Volkisch","","Yes","2016"
"Gallows Tree Wotansvolk Alliance","","Texas","","Neo-Volkisch","","Yes","2016"
"Gallows Tree Wotansvolk Alliance","","Iowa","","Neo-Volkisch","","Yes","2016"
"Gallows Tree Wotansvolk Alliance","","Minnesota","","Neo-Volkisch","","Yes","2016"
"Gallows Tree Wotansvolk Alliance","","Florida","","Neo-Volkisch","","Yes","2016"
"Generations With Vision","Elizabeth","Colorado","","Anti-LGBTQ","","","2016"
"Georgia Knight Riders Knights of the KKK","Live Oak","Florida","","Ku Klux Klan","","","2016"
"Golden Dawn","Astoria","New York","","Neo-Nazi","","","2016"
"Golden State Skinheads","Northern","California","","Racist Skinhead","","","2016"
"Golden State Skinheads","Southern","California","","Racist Skinhead","","","2016"
"Great Lakes Knights of the Ku Klux Klan","Alpena","Michigan","","Ku Klux Klan","","","2016"
"H.L. Mencken Club","Elizabethtown","Pennsylvania","","White Nationalist","","","2016"
"Hate Crime Streetwear Productions","Anaheim","California","","Hate Music","","","2016"
"Heritage and Destiny","Silver Spring","Maryland","","White Nationalist","","","2016"
"Heterosexuals Organized for a Moral Environment (H.O.M.E.)","Downers Grove","Illinois","","Anti-LGBTQ","","","2016"
"Holy Nation of Odin","Kingsburg","California","","General Hate","","","2016"
"Hostile Class Productions","Burbank","Illinois","","Hate Music","","","2016"
"Identity Evropa","Oakdale","California","Identity Evropa/American Identity Movement","White Nationalist","","","2016"
"IHM Media","Richmond","New Hampshire","","Radical Traditional Catholicism","","","2016"
"IHS Press","Norfolk","Virginia","","Radical Traditional Catholicism","","","2016"
"III% Security Force","","Georgia","","Anti-Muslim","","Yes","2016"
"Illinois Family Institute","Carol Stream","Illinois","","Anti-LGBTQ","","","2016"
"Illinois Family Institute","Peoria","Illinois","","Anti-LGBTQ","","","2016"
"Immigration Reform Law Institute","Washington","District of Columbia","","Anti-Immigrant","","","2016"
"In the Spirit of Chartres Committee","Carrollton","Virginia","","Radical Traditional Catholicism","","","2016"
"Insight USA","Longwood","Florida","","General Hate","","","2016"
"Institute for Historical Review","Newport Beach","California","Institute for Historical Review","Holocaust Denial","","","2016"
"International Keystone Knights of the KKK","Cedartown","Georgia","","Ku Klux Klan","","","2016"
"International Keystone Knights of the KKK","Vanndale","Arkansas","","Ku Klux Klan","","","2016"
"International Keystone Knights of the KKK","","Mississippi","","Ku Klux Klan","","Yes","2016"
"Invictus Books","Wentzville","Missouri","","General Hate","","","2016"
"Irving Books","Key West","Florida","","Holocaust Denial","","","2016"
"ISD Records","Denison","Texas","","Hate Music","","","2016"
"Islamthreat.com","WalnutCreek","California","","Anti-Muslim","","","2016"
"Israel United In Christ","Atlanta","Georgia","","Black Separatist","","","2016"
"Israel United In Christ","Austin","Texas","","Black Separatist","","","2016"
"Israel United In Christ","Birmingham","Alabama","","Black Separatist","","","2016"
"Israel United In Christ","Boston","Massachusetts","","Black Separatist","","","2016"
"Israel United In Christ","Bronx","New York","","Black Separatist","","","2016"
"Israel United in Christ","Charlotte","North Carolina","","Black Separatist","","","2016"
