"Title","City","State","Group","Ideology","Headquarters","Statewide","Year"
"Secure Michigan","New Baltimore","Michigan","","Anti-Muslim","","","2017"
"Security Studies Group","Washington","District of Columbia","","Anti-Muslim","","","2017"
"Sharkhunters International","Hernando","Florida","","General Hate","","","2017"
"The Shoebat Foundation","Newtown","Pennsylvania","","Anti-Muslim","","","2017"
"Sicarii 1715","San Diego","California","","Black Separatist","","","2017"
"Sicarii 1715","Seattle","Washington","","Black Separatist","","","2017"
"Sicarii 1715","","California","","Black Separatist","","Yes","2017"
"Silver Bullet Gun Oil","Courtland","Virginia","","Anti-Muslim","","","2017"
"Slaves of the Immaculate Heart of Mary","Richmond","New Hampshire","","Radical Traditional Catholicism","","","2017"
"The Social Contract Press","Petoskey","Michigan","","White Nationalist","","","2017"
"Soldiers of Odin","Beaumont","Texas","","Anti-Muslim","","","2017"
"Soldiers of Odin","East Texas","Texas","","Anti-Muslim","","","2017"
"Soldiers of Odin","Flagstaff","Arizona","","Anti-Muslim","","","2017"
"Soldiers of Odin","Houston","Texas","","Anti-Muslim","","","2017"
"Soldiers of Odin","Los Angeles/Ventura County","California","","Anti-Muslim","","","2017"
"Soldiers of Odin","River Region","Texas","","Anti-Muslim","","","2017"
"Soldiers of Odin","San Antonio","Texas","","Anti-Muslim","","","2017"
"Soldiers of Odin","","Texas","","Anti-Muslim","","Yes","2017"
"Soldiers of Odin","","Tennessee","","Anti-Muslim","","Yes","2017"
"Soldiers of Odin","","North Carolina","","Anti-Muslim","","Yes","2017"
"Soldiers of Odin","","Indiana","","Anti-Muslim","","Yes","2017"
"Soldiers of Odin","Denver","Colorado","","Anti-Muslim","","","2017"
"Soldiers of Odin","","Ohio","","Anti-Muslim","","Yes","2017"
"Soldiers of Odin","","Illinois","","Anti-Muslim","","Yes","2017"
"Sons of Liberty Media (formerly You Can Run But You Cannot Hide)","Annandale","Minnesota","","General Hate","","","2017"
"Southeast Michigan Tea Party","Utica","Michigan","","Anti-Muslim","","","2017"
"Southern Future","Aiken","South Carolina","","Neo-Confederate","","","2017"
"Southern Ohio Knights of the Ku Klux Klan","","Ohio","","Ku Klux Klan","","Yes","2017"
"Stahlhelm Records","Milwaukee","Wisconsin","","Hate Music","","","2017"
"Stedfast Baptist Church","Fort Worth","Texas","","Anti-LGBTQ","","","2017"
"Stedfast Baptist Church","Jacksonville","Florida","","Anti-LGBTQ","","","2017"
"Stormfront","West Palm Beach","Florida","Stormfront","White Nationalist","","","2017"
"The Straight Way and More","Venice","Florida","","Anti-Muslim","","","2017"
"Sunshine on Government (SONG) Alliance","","Georgia","","Anti-Muslim","","Yes","2017"
"Team America Political Action Committee","Littleton","Colorado","","Anti-Immigrant","","","2017"
"Tennessee Eagle Forum","Nashville","Tennessee","","Anti-Muslim","","","2017"
"Texans for Immigration Reduction and Enforcement","Houston","Texas","","Anti-Immigrant","","","2017"
"Texas Rebel Knights of the KKK","Quinlan","Texas","","Ku Klux Klan","","","2017"
"The New Byzantium Project","Charlottesville","Virginia","","White Nationalist","","","2017"
"The Realist Report","Poway","California","","Holocaust Denial","","","2017"
"The Revolutionary Black Panther Party","Chicago","Illinois","","Black Separatist","","","2017"
"The Right Stuff","Atlanta","Georgia","","White Nationalist","","","2017"
"The Right Stuff","Austin","Texas","","White Nationalist","","","2017"
"The Right Stuff","Baltimore","Maryland","","White Nationalist","","","2017"
"The Right Stuff","Hopewell Junction","New York","","White Nationalist","","","2017"
"The Right Stuff","Houston","Texas","","White Nationalist","","","2017"
"The Right Stuff","Las Vegas","Nevada","","White Nationalist","","","2017"
"The Right Stuff","New York","New York","","White Nationalist","","","2017"
"The Right Stuff","Omaha","Nebraska","","White Nationalist","","","2017"
"The Right Stuff","Pittsburgh","Pennsylvania","","White Nationalist","","","2017"
"The Right Stuff","St Paul","Minnesota","","White Nationalist","","","2017"
"The Right Stuff","Washington","District of Columbia","","White Nationalist","","","2017"
"The Right Stuff","","Arizona","","White Nationalist","","Yes","2017"
"The Right Stuff","","Michigan","","White Nationalist","","Yes","2017"
"The Right Stuff","","Vermont","","White Nationalist","","Yes","2017"
"The Right Stuff","","Indiana","","White Nationalist","","Yes","2017"
"The Right Stuff","","Florida","","White Nationalist","","Yes","2017"
"The Right Stuff","","California","","White Nationalist","","Yes","2017"
"The Right Stuff","","Texas","","White Nationalist","","Yes","2017"
"The Right Stuff","","Washington","","White Nationalist","","Yes","2017"
"The Right Stuff","","Oregon","","White Nationalist","","Yes","2017"
"The Right Stuff","","Virginia","","White Nationalist","","Yes","2017"
"Third Reich Books","Fairbury","Nebraska","","Neo-Nazi","","","2017"
"Tightrope","Calico Rock","Arkansas","","Hate Music","","","2017"
"Tom Brown Ministries","El Paso","Texas","","Anti-LGBTQ","","","2017"
"Tony Alamo Christian Ministries","Canyon Country","California","","General Hate","","","2017"
"Tony Alamo Christian Ministries","New York","New York","","General Hate","","","2017"
"Tradition in Action","Los Angeles","California","","Radical Traditional Catholicism","","","2017"
"Traditional Values Coalition","Anaheim","California","","Anti-LGBTQ","","","2017"
"Traditional Values Coalition","Washington","District of Columbia","","Anti-LGBTQ","","","2017"
"Traditionalist American Knights of the KKK","Custer","South Dakota","","Ku Klux Klan","","","2017"
"Traditionalist American Knights of the KKK","","Maine","","Ku Klux Klan","","Yes","2017"
"Traditionalist American Knights of the KKK","","Florida","","Ku Klux Klan","","Yes","2017"
"Traditionalist American Knights of the KKK","","Pennsylvania","","Ku Klux Klan","","Yes","2017"
"Traditionalist American Knights of the KKK","","Idaho","","Ku Klux Klan","","Yes","2017"
"Traditionalist Worker Party","","Alabama","Traditionalist Worker Party","Neo-Nazi","","Yes","2017"
"Traditionalist Worker Party","","Indiana","Traditionalist Worker Party","Neo-Nazi","","Yes","2017"
"Traditionalist Worker Party","","Tennessee","Traditionalist Worker Party","Neo-Nazi","","Yes","2017"
"Traditionalist Worker Party","","Virginia","Traditionalist Worker Party","Neo-Nazi","","Yes","2017"
"Traditionalist Worker Party","","Ohio","Traditionalist Worker Party","Neo-Nazi","","Yes","2017"
"Traditionalist Worker Party","","Rhode Island","Traditionalist Worker Party","Neo-Nazi","","Yes","2017"
"Traditionalist Worker Party","","North Carolina","Traditionalist Worker Party","Neo-Nazi","","Yes","2017"
"Traditionalist Worker Party","","Texas","Traditionalist Worker Party","Neo-Nazi","","Yes","2017"
"Traditionalist Youth Network","Paoli","Indiana","","White Nationalist","","","2017"
"True Cascadia","","Oregon","","White Nationalist","","Yes","2017"
"True Cascadia","","Alaska","","White Nationalist","","Yes","2017"
"True Cascadia","","Washington","","White Nationalist","","Yes","2017"
"True Cascadia","","Idaho","","White Nationalist","","Yes","2017"
"True Light Pentecost Church","Spartanburg","South Carolina","","Anti-LGBTQ","","","2017"
"Truth in History","Owasso","Oklahoma","","Christian Identity","","","2017"
"Truth in Love Project","Chattaroy","Washington","","Anti-Muslim","","","2017"
"Truth in Textbooks","Boerne","Texas","","Anti-Muslim","","","2017"
"Tyr 1 Security","Alexandria","Virginia","","White Nationalist","","","2017"
"Unconstrained Analytics","Washington","District of Columbia","","Anti-Muslim","","","2017"
"Understanding the Threat","Dallas","Texas","","Anti-Muslim","","","2017"
"United Dixie White Knights of the Ku Klux Klan","Leakesville","Mississippi","","Ku Klux Klan","","","2017"
"United Dixie White Knights of the Ku Klux Klan","","Alabama","","Ku Klux Klan","","Yes","2017"
"United Families International","Gilbert","Arizona","","Anti-LGBTQ","","","2017"
"United Kingdom of Israel Congregation","Chicago","Illinois","","Black Separatist","","","2017"
"United Kingdom of Israel Congregation","Hampton","Virginia","","Black Separatist","","","2017"
"United Klans of America","Ashland","Alabama","","Ku Klux Klan","","","2017"
"United Klans of America","McMinnville","Tennessee","","Ku Klux Klan","","","2017"
"United Klans of America","","Pennsylvania","","Ku Klux Klan","","Yes","2017"
"United Northern and Southern Knights of the KKK","Connersville","Indiana","","Ku Klux Klan","","","2017"
"United Northern and Southern Knights of the KKK","Ellijay","Georgia","","Ku Klux Klan","","","2017"
"United Nuwaubian Nation of Moors/All Eyes on Egipt","Hartford","Connecticut","Nuwaubian Nation of Moors","Black Separatist","","","2017"
"United Nuwaubian Nation of Moors/All Eyes on Egipt","Thomaston","Georgia","Nuwaubian Nation of Moors","Black Separatist","","","2017"
"United Riot Records","New York","New York","","Hate Music","","","2017"
"The United West","Lake Worth","Florida","","Anti-Muslim","","","2017"
"United White Knights of the KKK","New Boston","Texas","","Ku Klux Klan","","","2017"
"US Border Guard","Mesa","Arizona","","Anti-Immigrant","","","2017"
"Vanguard America","Hartford","Connecticut","","Neo-Nazi","","","2017"
"Vanguard America","","Pennsylvania","","Neo-Nazi","","Yes","2017"
"Vanguard America","","Oregon","","Neo-Nazi","","Yes","2017"
"Vanguard America","","Oklahoma","","Neo-Nazi","","Yes","2017"
"Vanguard America","","Maryland","","Neo-Nazi","","Yes","2017"
"Vanguard America","","New Hampshire","","Neo-Nazi","","Yes","2017"
"Vanguard America","","Louisiana","","Neo-Nazi","","Yes","2017"
"Vanguard America","","Illinois","","Neo-Nazi","","Yes","2017"
"Vanguard America","","West Virginia","","Neo-Nazi","","Yes","2017"
"Vanguard America","","Texas","","Neo-Nazi","","Yes","2017"
"Vanguard America","","Wyoming","","Neo-Nazi","","Yes","2017"
"Vanguard America","","Massachusetts","","Neo-Nazi","","Yes","2017"
"Vanguard America","","Georgia","","Neo-Nazi","","Yes","2017"
"Vanguard America","","New Jersey","","Neo-Nazi","","Yes","2017"
"Vanguard America","","Virginia","","Neo-Nazi","","Yes","2017"
"Vanguard America","","Michigan","","Neo-Nazi","","Yes","2017"
"Vanguard America","","Washington","","Neo-Nazi","","Yes","2017"
"Vanguard America","","Ohio","","Neo-Nazi","","Yes","2017"
"Vanguard America","","Indiana","","Neo-Nazi","","Yes","2017"
"Vanguard America","","Nevada","","Neo-Nazi","","Yes","2017"
"Vanguard America","","Nebraska","","Neo-Nazi","","Yes","2017"
"Vanguard America","","Florida","","Neo-Nazi","","Yes","2017"
"Vanguard America","","New York","","Neo-Nazi","","Yes","2017"
"Vanguard America","","North Carolina","","Neo-Nazi","","Yes","2017"
"Vanguard America","","Rhode Island","","Neo-Nazi","","Yes","2017"
"Vanguard News Network","Kirksville","Missouri","","Neo-Nazi","","","2017"
"The Varangians Fight Club","Knoxville","Tennessee","","Neo-Volkisch","","","2017"
"VDARE Foundation","Warrenton","Virginia","VDARE","White Nationalist","","","2017"
"Verity Baptist Church","Sacramento","California","","Anti-LGBTQ","","","2017"
"Verity Baptist Church","Vancouver","Washington","","Anti-LGBTQ","","","2017"
"Vinlanders Social Club","","Indiana","Vinlanders Social Club","Racist Skinhead","","Yes","2017"
"Vinlanders Social Club","","Arizona","Vinlanders Social Club","Racist Skinhead","","Yes","2017"
"Vinlanders Social Club","","North Carolina","Vinlanders Social Club","Racist Skinhead","","Yes","2017"
"Vinlanders Social Club","","California","Vinlanders Social Club","Racist Skinhead","","Yes","2017"
"Vinlanders Social Club","","Florida","Vinlanders Social Club","Racist Skinhead","","Yes","2017"
"Vinlanders Social Club","","Minnesota","Vinlanders Social Club","Racist Skinhead","","Yes","2017"
"Vinlanders Social Club","","Texas","Vinlanders Social Club","Racist Skinhead","","Yes","2017"
"Virginia Christian Alliance","","Maryland","","Anti-Muslim","","Yes","2017"
"War On The Horizon","Washington","District of Columbia","","Black Separatist","","","2017"
"Warrior's Pride Clothing","Bakersfield","California","","Racist Skinhead","","","2017"
"Washington Summit Publishers","Augusta","Georgia","","White Nationalist","","","2017"
"WeSearchr","","California","WeSearchr","White Nationalist","","Yes","2017"
"Westboro Baptist Church","Topeka","Kansas","Westboro Baptist Church","Anti-LGBTQ","","","2017"
"Western Hammerskins","","California","","Racist Skinhead","","Yes","2017"
"Western Outlands Supply Company","Mesa","Arizona","","White Nationalist","","","2017"
"White Aryan Resistance","San Jacinto","California","","Neo-Nazi","","","2017"
"White Boy Society","","Illinois","","White Nationalist","","Yes","2017"
"White Devil Social Club","","Wisconsin","","Neo-Nazi","","Yes","2017"
"White Knights of the Ku Klux Klan of America","Tupelo","Mississippi","","Ku Klux Klan","","","2017"
"White Knights of the Ku Klux Klan of America","Vancouver","Washington","","Ku Klux Klan","","","2017"
"White Rabbit Radio","Dearborn Heights","Michigan","","White Nationalist","","","2017"
"Wolf Age","Grass Valley","California","","Neo-Volkisch","","","2017"
"Wolf Tyr Productions","Holbrook","New York","","Hate Music","","","2017"
"Wolfhook Life Clothing","","Indiana","","Neo-Nazi","","Yes","2017"
"Wolves of Vinland","Lynchburg","Virginia","","Neo-Volkisch","","","2017"
"Wolves of Vinland","","Oregon","","Neo-Volkisch","","Yes","2017"
"Wolves of Vinland","","Colorado","","Neo-Volkisch","","Yes","2017"
"Wolves of Vinland","","Tennessee","","Neo-Volkisch","","Yes","2017"
"Wolves of Vinland","","Washington","","Neo-Volkisch","","Yes","2017"
"Women for Aryan Unity","","Wisconsin","","Neo-Nazi","","Yes","2017"
"Women for Aryan Unity","","Ohio","","Neo-Nazi","","Yes","2017"
"World Congress of Families/International Organization for the Family","Rockford","Illinois","World Congress of Families","Anti-LGBTQ","","","2017"
"Yahushua Dual Seed Christian Identity Ministry","Livingston","Texas","","Christian Identity","","","2017"
"Yahweh's Truth","Linwood","Michigan","","Christian Identity","","","2017"
