"Title","City","State","Group","Ideology","Headquarters","Statewide","Year"
"211 Bootboys","New York","New York","","General Hate","","","2017"
"211 Bootboys","","Virginia","","General Hate","","Yes","2017"
"A Voice For Men","","Texas","","General Hate","","Yes","2017"
"a2z Publications","Las Vegas","Nevada","","General Hate","","","2017"
"Abiding Truth Ministries","Springfield","Massachusetts","","Anti-LGBTQ","","","2017"
"AC Skins","Atlantic City","New Jersey","","Racist Skinhead","","","2017"
"ACT for America","Austin","Texas","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Baton Rouge","Louisiana","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Bear","Delaware","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Boston","Massachusetts","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Calabasas","California","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Cheshire","Connecticut","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Cincinnati","Ohio","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Cleveland","Ohio","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Columbus","Ohio","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Corona","California","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Denver","Colorado","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Des Moines","Iowa","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Des Plaines","Illinois","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Evansville","Indiana","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Fayetteville","North Carolina","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Heathrow","Florida","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Houston","Texas","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Jacksonville","Florida","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Jonesboro","Arkansas","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Kalispell","Montana","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Kansas City","Missouri","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Knoxville","Tennessee","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Lafayette","Indiana","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Laguna Woods","California","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Leesburg","Virginia","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Lewisville","Texas","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Los Angeles","California","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Memphis","Tennessee","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Meridian","Idaho","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Minneapolis","Minnesota","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Mission Viejo","California","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Nashua","New Hampshire","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Rapid City","South Dakota","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Santa Clarita","California","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Silverton","Oregon","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Spokane Valley","Washington","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","St. Louis","Missouri","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Terre Haute","Indiana","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Tucson","Arizona","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Virginia Beach","Virginia","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Washington","District of Columbia","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","Whitehall","Montana","ACT for America ","Anti-Muslim","","","2017"
"ACT for America","","Oklahoma","ACT for America ","Anti-Muslim","","Yes","2017"
"ACT for America","","Montana","ACT for America ","Anti-Muslim","","Yes","2017"
"ACT for America","","Florida","ACT for America ","Anti-Muslim","","Yes","2017"
"ACT for America","","Washington","ACT for America ","Anti-Muslim","","Yes","2017"
"ACT for America","","New York","ACT for America ","Anti-Muslim","","Yes","2017"
"ACTBAC NC","Snow Camp","North Carolina","","Neo-Confederate","","","2017"
"Aggressive Christianity","Fence Lake","New Mexico","","General Hate","","","2017"
"All Eyes On Egypt Bookstore","Newark","New Jersey","","Black Separatist","","","2017"
"All Eyes on Egipt Bookstore","Cleveland","Ohio","","Black Separatist","","","2017"
"All Eyes on Egipt Bookstore","Decatur","Georgia","","Black Separatist","","","2017"
"All Eyes on Egipt Bookstore","Detroit","Michigan","","Black Separatist","","","2017"
"All Eyes on Egipt Bookstore","Orlando","Florida","","Black Separatist","","","2017"
"All Eyes On Egipt Bookstore","Chicago","Illinois","","Black Separatist","","","2017"
"All Eyes On Egipt Bookstore","Brooklyn","New York","","Black Separatist","","","2017"
"All Eyes On Egypt Bookstore","Macon","Georgia","","Black Separatist","","","2017"
"Alliance Defending Freedom","Scottsdale","Arizona","Alliance Defending Freedom","Anti-LGBTQ","","","2017"
"Alternative Right","Atlanta","Georgia","","White Nationalist","","","2017"
"AltRight Corporation","Alexandria","Virginia","","White Nationalist","","","2017"
"Ambassadors of Christ","Brooklyn","New York","","Black Separatist","","","2017"
"America First Committee","Lyons","Illinois","","Neo-Nazi","","","2017"
"America's Promise Ministries","Sandpoint","Idaho","America's Promise Ministries","Christian Identity","","","2017"
"American Border Patrol","Sierra Vista","Arizona","American Border Patrol/American Patrol","Anti-Immigrant","","","2017"
"American Children First","Torrance","California","","Anti-Immigrant","","","2017"
"American Christian Dixie Knights of the Ku Klux Klan","","Alabama","","Ku Klux Klan","","Yes","2017"
"American Clarion","Rapid City","South Dakota","","General Hate","","","2017"
"American College of Pediatricians","Gainesville","Florida","American College of Pediatricians","Anti-LGBTQ","","","2017"
"American Confederate Knights of the Ku Klux Klan","","Tennessee","","Ku Klux Klan","","Yes","2017"
"American Defense Records","","Pennsylvania","","Hate Music","","Yes","2017"
"American Family Association","Franklin","Pennsylvania","American Family Association","Anti-LGBTQ","","","2017"
"American Family Association","Tupelo","Mississippi","American Family Association","Anti-LGBTQ","","","2017"
"American Free Press","Upper Marlboro","Maryland","","General Hate","","","2017"
"American Freedom Alliance","Los Angeles","California","","Anti-Muslim","","","2017"
"American Freedom Defense Initiative","New York","New York","","Anti-Muslim","","","2017"
"American Freedom Law Center","Ann Arbor","Michigan","","Anti-Muslim","","","2017"
"American Freedom Party","Granbury","Texas","American Freedom Party","White Nationalist","","","2017"
"American Freedom Party","Los Angeles","California","American Freedom Party","White Nationalist","","","2017"
"American Freedom Party","New York","New York","American Freedom Party","White Nationalist","","","2017"
"American Freedom Party","","New York","American Freedom Party","White Nationalist","","Yes","2017"
"American Freedom Party","","North Dakota","American Freedom Party","White Nationalist","","Yes","2017"
"American Freedom Party","","Montana","American Freedom Party","White Nationalist","","Yes","2017"
"American Freedom Party","","Indiana","American Freedom Party","White Nationalist","","Yes","2017"
"American Freedom Union","Hampton Township","Pennsylvania","","White Nationalist","","","2017"
"American Front","","Oregon","","Racist Skinhead","","Yes","2017"
"American Front","","Washington","","Racist Skinhead","","Yes","2017"
"American Guard","","Connecticut","","General Hate","","Yes","2017"
"American Guard","","Illinois","","General Hate","","Yes","2017"
"American Guard","","Missouri","","General Hate","","Yes","2017"
"American Guard","","Florida","","General Hate","","Yes","2017"
"American Guard","","Indiana","","General Hate","","Yes","2017"
"American Guard","","Michigan","","General Hate","","Yes","2017"
"American Guard","","Pennsylvania","","General Hate","","Yes","2017"
"American Guard","","North Carolina","","General Hate","","Yes","2017"
"American Guard","","Texas","","General Hate","","Yes","2017"
"American Guard","","Georgia","","General Hate","","Yes","2017"
"American Immigration Control Foundation/Americans for Immigration Control","Monterey","Virginia","","Anti-Immigrant","","","2017"
"American Nazi Party","Westland","Michigan","","Neo-Nazi","","","2017"
"American Nazi Party","","California","","Neo-Nazi","","Yes","2017"
"American Patriot Brigade","","Oregon","","Racist Skinhead","","Yes","2017"
"American Public Policy Alliance","Washington","District of Columbia","","Anti-Muslim","","","2017"
"American Renaissance/New Century Foundation","Oakton","Virginia","American Renaissance","White Nationalist","","","2017"
"American Security Rally of Montana","","Montana","","Anti-Muslim","","Yes","2017"
"American Vikings","Danville","Illinois","","Racist Skinhead","","","2017"
"American Vision","Powder Springs","Georgia","","Anti-LGBTQ","","","2017"
"Americans for America","Englewood","Colorado","","Anti-Muslim","","","2017"
"Americans for Legal Immigration (ALIPAC)","Raleigh","North Carolina","","Anti-Immigrant","","","2017"
"Americans for Truth About Homosexuality","Naperville","Illinois","","Anti-LGBTQ","","","2017"
"Ancient Egyptian Distribution Company","Jersey City","New Jersey","","Black Separatist","","","2017"
"Army of Israel","Dayton","Ohio","","Black Separatist","","","2017"
"Aryan Nations Sadistic Souls MC","Canton","Illinois","Aryan Nations","Neo-Nazi","","","2017"
"Aryan Nations Sadistic Souls MC","Grovespring","Missouri","Aryan Nations","Neo-Nazi","","","2017"
"Aryan Nations Sadistic Souls MC","Wood River","Illinois","Aryan Nations","Neo-Nazi","","","2017"
"Aryan Nations Sadistic Souls MC","","Wisconsin","Aryan Nations","Neo-Nazi","","Yes","2017"
"Aryan Nations Sadistic Souls MC","","Ohio","Aryan Nations","Neo-Nazi","","Yes","2017"
"Aryan Nations Sadistic Souls MC","","Tennessee","Aryan Nations","Neo-Nazi","","Yes","2017"
"Aryan Nations Sadistic Souls MC","","Oklahoma","Aryan Nations","Neo-Nazi","","Yes","2017"
"Aryan Nations Worldwide","Villa Rica","Georgia","Aryan Nations","Neo-Nazi","","","2017"
"Aryan Renaissance Society","","Texas","","Neo-Nazi","","Yes","2017"
"Aryan Renaissance Society","","New York","","Neo-Nazi","","Yes","2017"
"Aryan Strikeforce","Phillipsburg","New Jersey","","Racist Skinhead","","","2017"
"Aryan Strikeforce","","Virginia","","Racist Skinhead","","Yes","2017"
"Aryan Strikeforce","","New York","","Racist Skinhead","","Yes","2017"
"Aryan Strikeforce","","Pennsylvania","","Racist Skinhead","","Yes","2017"
"Aryan Strikeforce","","Arkansas","","Racist Skinhead","","Yes","2017"
"As-Sabiqun","Washington","District of Columbia","","General Hate","","","2017"
"Asatru Folk Assembly","Brownsville","California","","Neo-Volkisch","","","2017"
"Asatru Folk Assembly","","Virginia","","Neo-Volkisch","","Yes","2017"
"Asatru Folk Assembly","","South Carolina","","Neo-Volkisch","","Yes","2017"
"Asatru Folk Assembly","","California","","Neo-Volkisch","","Yes","2017"
"Asatru Folk Assembly","","North Dakota","","Neo-Volkisch","","Yes","2017"
"Asatru Folk Assembly","","Georgia","","Neo-Volkisch","","Yes","2017"
"Asatru Folk Assembly","","Pennsylvania","","Neo-Volkisch","","Yes","2017"
"Asatru Folk Assembly","","West Virginia","","Neo-Volkisch","","Yes","2017"
"Asatru Folk Assembly","","Alaska","","Neo-Volkisch","","Yes","2017"
"Asatru Folk Assembly","","Minnesota","","Neo-Volkisch","","Yes","2017"
"Asatru Folk Assembly","","Ohio","","Neo-Volkisch","","Yes","2017"
"ATLAH World Missionary Church (All The Land Anointed Holy)","New York","New York","","Anti-LGBTQ","","","2017"
"Atomwaffen Division","","Florida","","Neo-Nazi","","Yes","2017"
"Auburn White Student Union","Auburn","Alabama","","White Nationalist","","","2017"
"Barnes Review/Foundation for Economic Liberty, Inc.","Upper Marlboro","Maryland","Barnes Review/Foundation for Economic Liberty, Inc.","Holocaust Denial","","","2017"
"Be Active Front USA","Philadelphia","Pennsylvania","","Racist Skinhead","","","2017"
"Be Active Front USA","","Maryland","","Racist Skinhead","","Yes","2017"
"Behold Barbarity Records & Distro","Plymouth","Minnesota","","Hate Music","","","2017"
"Bible Believers Fellowship","Worthington","Ohio","","Anti-LGBTQ","","","2017"
"Bill Keller Ministries","St. Petersburg","Florida","","General Hate","","","2017"
"Black Riders Liberation Party","Houston","Texas","","Black Separatist","","","2017"
"Black Riders Liberation Party","Las Vegas","Nevada","","Black Separatist","","","2017"
"Black Riders Liberation Party","Los Angeles","California","","Black Separatist","","","2017"
"Black Riders Liberation Party","New York","New York","","Black Separatist","","","2017"
"Black Riders Liberation Party","Oakland","California","","Black Separatist","","","2017"
"Black Riders Liberation Party","Portland","Oregon","","Black Separatist","","","2017"
"Blood and Honour America Division","","California","Blood & Honour","Racist Skinhead","","Yes","2017"
"Blood and Honour Social Club","","Virginia","Blood & Honour","Racist Skinhead","","Yes","2017"
"Blood and Honour Social Club","","North Carolina","Blood & Honour","Racist Skinhead","","Yes","2017"
"Blood and Honour Social Club","","New York","Blood & Honour","Racist Skinhead","","Yes","2017"
"Blood and Honour Social Club","","Indiana","Blood & Honour","Racist Skinhead","","Yes","2017"
"Blood and Honour Social Club","","Georgia","Blood & Honour","Racist Skinhead","","Yes","2017"
"Blood and Honour Social Club","","Pennsylvania","Blood & Honour","Racist Skinhead","","Yes","2017"
"Blood and Honour U.S.A","","North Carolina","Blood & Honour","Racist Skinhead","","Yes","2017"
"Bob's Underground Graduate Seminar/BUGS","Columbia","South Carolina","","White Nationalist","","","2017"
"Bomb Islam","Phoenix","Arizona","","Anti-Muslim","","","2017"
"Borderkeepers of Alabama","Birmingham","Alabama","","Anti-Immigrant","","","2017"
"The Brother Nathanael Foundation","Priest River","Idaho","","General Hate","","","2017"
"Bureau on American Islamic Relations","Irving","Texas","","Anti-Muslim","","","2017"
"California Skinheads","","California","","Racist Skinhead","","Yes","2017"
"Californians for Population Stabilization","Santa Barbara","California","","Anti-Immigrant","","","2017"
"Campaign for Radical Truth in History","Coeur d'Alene","Idaho","","Holocaust Denial","","","2017"
"The Campus Ministry USA","Terre Haute","Indiana","","Anti-LGBTQ","","","2017"
"carolynyeager.net","Kerrville","Texas","","Holocaust Denial","","","2017"
"Catholic Family News/Catholic Family Ministries, Inc.","Niagara Falls","New York","","Radical Traditional Catholicism","","","2017"
"Center for Family and Human Rights (C-FAM)","New York","New York","","Anti-LGBTQ","","","2017"
"Center for Family and Human Rights (C-FAM)","Washington","District of Columbia","","Anti-LGBTQ","","","2017"
"Center for Immigration Studies","","District of Columbia","Center for Immigration Studies","Anti-Immigrant","","Yes","2017"
"Center for Security Policy","Washington","District of Columbia","Center for Security Policy","Anti-Muslim","","","2017"
"Chalcedon Foundation","Vallecito","California","","Anti-LGBTQ","","","2017"
"Chick Publications","Ontario","California","","General Hate","","","2017"
"Christ or Chaos","West Chester","Ohio","","Radical Traditional Catholicism","","","2017"
"Christian Action Network","Forest","Virginia","","Anti-Muslim","","","2017"
"Christian America Ministries","Greensburg","Louisiana","","Christian Identity","","","2017"
"Christian Civil Rights Watch","Colorado Springs","Colorado","","Anti-LGBTQ","","","2017"
"Christian Revival Center","Harrison","Arkansas","","Christian Identity","","","2017"
"Christians and Jews United for Israel","Hillsborough","New Hampshire","","Anti-Muslim","","","2017"
"Church of Israel","Schell City","Missouri","","Christian Identity","","","2017"
"Church of the American Christian Knights","Moselle","Mississippi","","Ku Klux Klan","","","2017"
"Church of the National Knights of the Ku Klux Klan","","Kentucky","Church of the National Knights of the Ku Klux Klan","Ku Klux Klan","","Yes","2017"
"Church of the National Knights of the Ku Klux Klan","Panama","New York","Church of the National Knights of the Ku Klux Klan","Ku Klux Klan","","","2017"
"Citizens for National Security","Boca Raton","Florida","","Anti-Muslim","","","2017"
"Citizens for the St. Croix Valley","Hudson","Wisconsin","","Anti-Muslim","","","2017"
"Citizens' Action Group of South Florida","Hollywood","Florida","","Anti-Muslim","","","2017"
"Clarion Project","Washington","District of Columbia","","Anti-Muslim","","","2017"
"Colorado Alliance for Immigration Reform","Lakewood","Colorado","","Anti-Immigrant","","","2017"
"Committee for Open Debate on the Holocaust","Mill Valley","California","","Holocaust Denial","","","2017"
"Committee for Open Debate on the Holocaust","York","Pennsylvania","","Holocaust Denial","","","2017"
"Committee to End the CSI Refugee Center","Buhl","Idaho","","Anti-Muslim","","","2017"
"Concerned Citizens and Friends of Illegal Immigration Law Enforcement","Framingham","Massachusetts","","General Hate","","","2017"
"Confederate 28","","Tennessee","","Racist Skinhead","","Yes","2017"
"Confederate 28","","Indiana","","Racist Skinhead","","Yes","2017"
"Confederate Hammerskins","","Virginia","","Racist Skinhead","","Yes","2017"
"Confederate Hammerskins","","North Carolina","","Racist Skinhead","","Yes","2017"
"Confederate Hammerskins","","Georgia","","Racist Skinhead","","Yes","2017"
"Confederate Hammerskins","","Florida","","Racist Skinhead","","Yes","2017"
"Confederate Hammerskins","","Tennessee","","Racist Skinhead","","Yes","2017"
"Confederate White Knights of the Ku Klux Klan","Auburn","Indiana","","Ku Klux Klan","","","2017"
"Confederate White Knights of the Ku Klux Klan","Rosedale","Maryland","","Ku Klux Klan","","","2017"
"Confederate White Knights of the Ku Klux Klan","Sikeston","Missouri","","Ku Klux Klan","","","2017"
"Confederate White Knights of the Ku Klux Klan","Vale","North Carolina","","Ku Klux Klan","","","2017"
"Confederate White Knights of the Ku Klux Klan","","Virginia","","Ku Klux Klan","","Yes","2017"
"Conservative Citizens Foundation, Inc.","St Charles","Missouri","Council of Conservative Citizens","White Nationalist","","","2017"
"Conservative Forum of Silicon Valley","Cupertino","California","","Anti-Muslim","","","2017"
"Conservative Republicans of Texas","Houston","Texas","","Anti-LGBTQ","","","2017"
"Council of Conservative Citizens","Jefferson","Maryland","Council of Conservative Citizens","White Nationalist","","","2017"
"Council of Conservative Citizens","Potosi","Missouri","Council of Conservative Citizens","White Nationalist","","","2017"
"Counter Jihad Coalition","Santa Monica","California","","Anti-Muslim","","","2017"
"Counter Terrorism Cell","Las Vegas","Nevada","","Anti-Muslim","","","2017"
"Counter-Currents Publishing","New York","New York","","White Nationalist","","","2017"
"Counter-Currents Publishing","San Francisco","California","","White Nationalist","","","2017"
"Counter-Currents Publishing","Seattle","Washington","","White Nationalist","","","2017"
"Counter.Fund","Huntington Mills","Pennsylvania","","White Nationalist","","","2017"
"Covenant Nation Church of the Lord Jesus Christ","Center Point","Alabama","","Christian Identity","","","2017"
"Covenant People's Ministry","Brooks","Georgia","","Christian Identity","","","2017"
"The Creativity Movement","Bloomington","Illinois","","Neo-Nazi","","","2017"
"The Creativity Movement","","Illinois","","Neo-Nazi","","Yes","2017"
"The Creativity Movement","","Ohio","","Neo-Nazi","","Yes","2017"
"The Creativity Movement","Brookings","South Dakota","","Neo-Nazi","","","2017"
"The Creativity Movement","","Michigan","","Neo-Nazi","","Yes","2017"
"Crew 38","","Florida","","Racist Skinhead","","Yes","2017"
"Crew 38","","Oregon","","Racist Skinhead","","Yes","2017"
"Crew 38","","California","","Racist Skinhead","","Yes","2017"
"Crew 38","","Maine","","Racist Skinhead","","Yes","2017"
"Crew 38","","Virginia","","Racist Skinhead","","Yes","2017"
"Crew 38","","Georgia","","Racist Skinhead","","Yes","2017"
"Crew 38","","Washington","","Racist Skinhead","","Yes","2017"
"Crew 38","","Tennessee","","Racist Skinhead","","Yes","2017"
"Crew 38","","Pennsylvania","","Racist Skinhead","","Yes","2017"
"Crew 38","","North Carolina","","Racist Skinhead","","Yes","2017"
"Crew 38","","Idaho","","Racist Skinhead","","Yes","2017"
"Crew 38","","New Hampshire","","Racist Skinhead","","Yes","2017"
"Cultural Studies Press","New York","New York","","General Hate","","","2017"
"Culture Wars/Fidelity Press","South Bend","Indiana","","Radical Traditional Catholicism","","","2017"
"Cultures In Context Incorporated/Turning Point Project","Immokalee","Florida","","Anti-Muslim","","","2017"
"Cumberland Conservatives","","North Carolina","","Anti-Muslim","","Yes","2017"
"D. James Kennedy Ministries (formerly Truth in Action)","Fort Lauderdale","Florida","","Anti-LGBTQ","","","2017"
"The Daily Stormer","Worthington","Ohio","","Neo-Nazi","","","2017"
"The Daily Stormer","","Alabama","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Nebraska","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Michigan","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Florida","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Washington","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Nevada","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","New York","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","New Jersey","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Georgia","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Massachusetts","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","California","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Pennsylvania","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Kentucky","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Missouri","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Kansas","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Illinois","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Connecticut","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","South Carolina","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Vermont","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Montana","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","North Carolina","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Texas","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Iowa","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Colorado","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Utah","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Virginia","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Minnesota","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Oregon","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Indiana","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Alaska","","Neo-Nazi","","Yes","2017"
"The Daily Stormer","","Arizona","","Neo-Nazi","","Yes","2017"
"David Horowitz Freedom Center","Los Angeles","California","","Anti-Muslim","","","2017"
"Deir Yassin Remembered","Ann Arbor","Michigan","","Holocaust Denial","","","2017"
"Deir Yassin Remembered","Geneva","New York","","Holocaust Denial","","","2017"
"Die Auserwahlten","","Louisiana","","Racist Skinhead","","Yes","2017"
"Divine International Church of the Web","Morton","Illinois","","Christian Identity","","","2017"
"Divine Truth Ministries","","Arkansas","","Christian Identity","","Yes","2017"
"Divine Truth Ministries","Bainbridge","Ohio","","Christian Identity","","","2017"
"Dixie Republic","Travelers Rest","South Carolina","","Neo-Confederate","","","2017"
"The Dustin Inman Society","Marietta","Georgia","","Anti-Immigrant","","","2017"
"East Coast Knights of the True Invisible Empire","Eastern Pennsylvania","Pennsylvania","","Ku Klux Klan","","","2017"
"East Coast Knights of the True Invisible Empire","Rising Sun","Maryland","","Ku Klux Klan","","","2017"
"East Coast Knights of the True Invisible Empire","","North Carolina","","Ku Klux Klan","","Yes","2017"
"Eastern Hammerskins","","New Hampshire","","Racist Skinhead","","Yes","2017"
"Elegy Records","Clifton","New Jersey","","Hate Music","","","2017"
"Endangered Souls RC/Crew 519","","Florida","","Neo-Nazi","","Yes","2017"
"Endangered Souls RC/Crew 519","","Georgia","","Neo-Nazi","","Yes","2017"
"Endangered Souls RC/Crew 519","","Idaho","","Neo-Nazi","","Yes","2017"
"Euro Folk Radio","Chicago","Illinois","","Christian Identity","","","2017"
"European-American Evangelistic Crusades","Sheridan","California","","General Hate","","","2017"
"Exalted Knights of the Ku Klux Klan","","Alabama","","Ku Klux Klan","","Yes","2017"
"Exalted Knights of the Ku Klux Klan","","Tennessee","","Ku Klux Klan","","Yes","2017"
"Faith and Heritage","Killeen","Texas","","White Nationalist","","","2017"
"Faith Leaders for America","Washington","District of Columbia","","Anti-Muslim","","","2017"
"Faith2Action","North Royalton","Ohio","","Anti-LGBTQ","","","2017"
"Faithful Word Baptist Church","Tempe","Arizona","","Anti-LGBTQ","","","2017"
"Family Research Council","Washington","District of Columbia","Family Research Council","Anti-LGBTQ","","","2017"
"Family Research Institute","Colorado Springs","Colorado","","Anti-LGBTQ","","","2017"
"Family Security Matters","Washington","District of Columbia","Family Security Matters","Anti-Muslim","","","2017"
"Family Watch International","Gilbert","Arizona","Family Watch International","Anti-LGBTQ","","","2017"
"The Fatima Crusader","Constable","New York","","Radical Traditional Catholicism","","","2017"
"Federation for American Immigration Reform","Washington","District of Columbia","Federation for American Immigration Reform","Anti-Immigrant","","","2017"
"Fellowship of God's Covenant People","Union","Kentucky","","Christian Identity","","","2017"
"Firm 22","","Washington","","Racist Skinhead","","Yes","2017"
"Firm 22","","New York","","Racist Skinhead","","Yes","2017"
"Firm 22","","Florida","","Racist Skinhead","","Yes","2017"
"Firm 22","","Missouri","","Racist Skinhead","","Yes","2017"
"Firm 22","","New Hampshire","","Racist Skinhead","","Yes","2017"
"Firm 22","","Indiana","","Racist Skinhead","","Yes","2017"
"The Fitzgerald Griffin Foundation","Vienna","Virginia","","White Nationalist","","","2017"
"Florida Family Association","Tampa","Florida","","Anti-Muslim","","","2017"
"Folkgard of Holda & Odin","Apache Junction","Arizona","","Neo-Volkisch","","","2017"
"Fortress of Faith","Bellingham","Washington","","Anti-Muslim","","","2017"
"Forza Nuova","Phoenix","Arizona","","White Nationalist","","","2017"
"Forza Nuova","","New Jersey","","White Nationalist","","Yes","2017"
"Foundation for Advocating Christian Truth","Bronx","New York","","Anti-Muslim","","","2017"
"Foundation for the Marketplace of Ideas","Clinton Township","Michigan","","White Nationalist","","","2017"
"Fraternal Order of Alt-Knights","","California","Fraternal Order of Alt-Knights (FOAK)","General Hate","","Yes","2017"
"Fraternal Order of Alt-Knights","","Florida","Fraternal Order of Alt-Knights (FOAK)","General Hate","","Yes","2017"
"Fraternal Order of Alt-Knights","","Indiana","Fraternal Order of Alt-Knights (FOAK)","General Hate","","Yes","2017"
"Free American","Tucson","Arizona","","White Nationalist","","","2017"
"Fundamentalist Latter Day Saints","Colorado City","Arizona","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate","","","2017"
"Fundamentalist Latter Day Saints","Hildale","Utah","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate","","","2017"
"Fundamentalist Latter Day Saints","","South Dakota","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate","","Yes","2017"
"G416 Patriots","Boerne","Texas","","Anti-Muslim","","","2017"
"The Gallowglasses Fight Club","","Tennessee","","Neo-Volkisch","","Yes","2017"
"Gallows Tree Wotansvolk Alliance","Grand Rapids","Michigan","","Neo-Volkisch","","","2017"
"Gallows Tree Wotansvolk Alliance","","Texas","","Neo-Volkisch","","Yes","2017"
"Gallows Tree Wotansvolk Alliance","","Indiana","","Neo-Volkisch","","Yes","2017"
"Gallows Tree Wotansvolk Alliance","","Minnesota","","Neo-Volkisch","","Yes","2017"
"Gallows Tree Wotansvolk Alliance","","Florida","","Neo-Volkisch","","Yes","2017"
"Gallows Tree Wotansvolk Alliance","","Rhode Island","","Neo-Volkisch","","Yes","2017"
"Gallows Tree Wotansvolk Alliance","","Iowa","","Neo-Volkisch","","Yes","2017"
"Generations With Vision","Elizabeth","Colorado","","Anti-LGBTQ","","","2017"
"Global Crusaders: Order of the Ku Klux Klan","Jacksonville","Florida","","Ku Klux Klan","","","2017"
"Global Crusaders: Order of the Ku Klux Klan","","Alabama","","Ku Klux Klan","","Yes","2017"
"Global Faith Institute","Omaha","Nebraska","","Anti-Muslim","","","2017"
"Golden Dawn","Astoria","New York","","Neo-Nazi","","","2017"
"Golden State Skinheads","Northern","California","","Racist Skinhead","","","2017"
"Golden State Skinheads","Southern","California","","Racist Skinhead","","","2017"
"Golden State Skinheads","","Colorado","","Racist Skinhead","","Yes","2017"
"Golden-State 45/Kindred 45","","California","","Racist Skinhead","","Yes","2017"
"Golden-State 45/Kindred 45","","California","","Racist Skinhead","","Yes","2017"
